UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Shots Outside Box/90,NP-xG/90,Gl Mst,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90
23249120,Omid Singh,34,72 kg,176 cm,,-,IRN,Persian Gulf Pro League,Havadar,"€154,000 p/a",30/6/2025,AM (RL),-,39,"3,050",84%,0.12,0.33,3.51,1.92,0.32,16%,0.97,11%,0.12,0.18,0.27,0.08,0,1.98,86%,0.86,0,0.12,6.4,21%,1.33,0.41,6.49,12.39,12.95,2.24,12.4km,2.74,11.33,-,-,-,-
65045293,Rivaldo Present,22,77 kg,186 cm,,-,RSA,National First Division,Milford FC,"€13,750 p/a",30/6/2025,D (RC),D (R),19,"1,873",87%,0.05,0.06,4.95,0.34,0.1,12%,0.1,14%,0.05,0.14,0.19,0.01,0,1.59,83%,1.49,0.05,0.38,6.1,69%,4.18,0.34,12.35,7.93,4.28,0.19,11.2km,1.39,3.51,-,-,-,-
19039869,Evandro Paulista,34,77 kg,186 cm,,-,BRA,Hilux Revo Thai League,Nakhon Pathom,"€200,000 p/a",30/6/2025,ST (C),-,39,"3,510",59%,0.1,0.06,0,0,-,-,0,8%,-4.23,1.31,0,0.36,0,0.72,67%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
65010087,Lucky Baloyi,33,66 kg,178 cm,,-,RSA,DStv Premiership,Polokwane City,"€93,500 p/a",30/6/2025,"D/WB (R), DM, M (C)",WB (R),23,"1,863",88%,0.24,0.22,2.9,1.11,0.05,17%,0.14,-,-2.1,0.34,0.39,0.1,0,2.27,80%,1.01,0.05,0.19,4.35,44%,1.93,0.39,13.04,13.09,8.45,0.72,12.3km,3.14,10,-,-,-,-
65043311,Falakhe Tshanini,29,75 kg,187 cm,,-,RSA,National First Division,Milford FC,"€47,000 p/a",30/6/2025,D/M (L),M (L),30,"2,638",87%,0.03,0.09,6.45,0.61,0.27,14%,0.38,6%,-0.32,0.14,0.31,0.05,1,2.46,86%,1.54,0.1,0.51,5.46,74%,4.06,0.85,12.32,10.75,13.85,0.96,13.0km,2.18,7.64,-,-,-,-
23374870,Majed Kanabah,32,64 kg,174 cm,,-,KSA,Saudi League First Division,Al-Safa,"€31,500 p/a",30/6/2025,"DM, M (C)",-,41,"3,703",71%,0.12,0.1,0,0,-,-,0,9%,-0.39,0.05,0,0.03,0,2.02,81%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
51016410,Adolfo Domínguez,34,67 kg,170 cm,,-,MEX,Liga Premier de México Serie A - Grupo II,Lobos ULMX,"€203,000 p/a",30/6/2025,M (C),-,24,"1,996",88%,0.14,0.24,4.06,1.4,0.59,7%,0.09,-,-0.87,0,0.14,0.04,0,1.67,76%,0.81,0,0.5,4.87,36%,1.76,0.45,12.04,12.13,7.3,0.68,11.7km,2.48,10.37,-,-,-,-
65010073,Thabo Matlaba,37,62 kg,168 cm,,-,RSA,National First Division,Royal AM,"€57,000 p/a",30/6/2025,"D/WB (RL), M (L)","WB (R), M (L)",25,"2,268",86%,-,0.12,4.6,0.44,0.24,11%,0.04,-,-0.78,0.2,0.44,0.03,0,3.45,82%,1.23,0.16,0.24,5,44%,2.18,0.91,11.47,8.37,9.76,0.91,13.0km,2.06,6.31,-,-,-,-
65037520,Kamohelo Mahlatsi,25,63 kg,168 cm,,-,RSA,National First Division,AmaTuks,"€82,500 p/a",30/6/2025,AM (RLC),-,28,"2,423",82%,0.22,0.12,2.53,1.34,0.33,8%,0.41,3%,-3.1,0.45,0.59,0.12,0,1.63,88%,0.93,0,0,7.09,10%,0.74,0.37,5.16,12.26,8.99,2.27,12.4km,2.04,7.73,-,-,-,-
65010132,Ntsikelelo Nyauza,35,72 kg,172 cm,,-,RSA,DStv Premiership,Swallows,"€72,000 p/a",30/6/2025,D (RC),D (R),18,"1,655",82%,0.11,0.08,4.51,0.33,0.22,27%,0.22,17%,1.27,0.33,0.16,0.09,0,1.47,87%,1.85,0.22,1.25,7.67,83%,6.36,0.65,13.65,4.95,6.09,0.16,11.2km,1.25,3.64,-,-,-,-
65037131,Katleho Mokhuoane,30,71 kg,178 cm,,-,RSA,National First Division,AmaTuks,"€66,000 p/a",30/6/2025,M (C),-,18,"1,883",85%,0.14,0.1,2.82,1.19,0.19,14%,0.43,11%,0.44,0.57,0.67,0.12,0,2.39,81%,0.72,0.05,0.1,5.21,34%,1.77,0.33,6.74,10.18,8.6,2.06,12.9km,2.53,9.56,-,-,-,-
65037084,Azola Ntsabo,26,68 kg,175 cm,,-,RSA,National First Division,AmaTuks,"€44,500 p/a",30/6/2025,D (L),-,27,"2,115",79%,0.04,0.1,5.11,0.81,0.21,10%,0.43,43%,2.48,0.13,0.21,0.02,1,3.83,84%,1.83,0.13,0.38,4.38,45%,1.96,1.02,13.4,11.66,10.85,1.02,12.5km,2.3,7.74,-,-,-,-
23480159,Mohammad Jalal Kadouh,27,77 kg,186 cm,,-,LIB,LFA Premier League,Safa,"€8,750 p/a",30/6/2025,"AM (RL), ST (C)",-,29,"2,623",60%,0.17,0.08,0,0,-,-,0,16%,3.59,1.17,0,0.32,0,0.96,76%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
64045411,Ahmed Al-Khamisi,33,68 kg,168 cm,,-,OMA,Oman Professional League,Al-Seeb,"€23,000 p/a",30/6/2025,"DM, M (R)",M (R),30,"2,761",69%,0.29,0.08,0.13,0.03,-,0%,0,21%,0.99,0.13,0,0.1,0,2.58,80%,0,0,0,0.13,75%,0.1,-,0.1,0.2,0.23,0.07,0.3km,0.1,0.2,-,-,-,-
24003755,Goran Jozinović,34,73 kg,179 cm,,Damaged cruciate ligaments,CRO,Croatian Fourth League South,GOŠK-Dubrovnik 1919,"€16,500 p/a",30/6/2025,D/WB (L),-,41,"3,719",69%,0.19,0.09,0,0,-,-,0,21%,1.97,0.1,0,0.05,0,1.82,97%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
64043302,Ahmed Al-Rawahi,31,78 kg,186 cm,,-,OMA,Oman Professional League,Al-Seeb,"€11,000 p/a",30/6/2025,GK,-,43,"3,870",57%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,1.77,0,0,-,-,-,-,1.07,1.02,0,-,0.9km,0,0,4,10,7,0.08
19158503,Henrique Moura,34,80 kg,185 cm,,-,BRA,Liga de Fútbol de Primera División,Santos (CRC),"€103,000 p/a",30/6/2025,D (C),-,27,"2,430",70%,0.04,0,0,0,-,-,0,13%,0.23,0.07,0,0.03,0,1.81,98%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
63013144,Jaroslav Mihalík,30,76 kg,180 cm,,-,SVK,Moravskoslezská Fotbalová Liga,Vítkovice,"€35,000 p/a",30/6/2025,AM (RL),-,38,"3,467",69%,0.13,0.1,0,0,-,-,0,2%,-11.25,0.75,0,0.34,0,1.25,75%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
63007388,Jakub Vojtuš,31,73 kg,186 cm,,-,SVK,SFZ Lower Leagues,Malzenice,"€14,750 p/a",30/6/2025,ST (C),-,33,"2,884",87%,0.09,0.09,0.81,0.84,0.19,19%,0.09,30%,11.15,1.19,0.56,0.16,0,0.78,69%,0.72,0,0.16,11.36,38%,4.31,0.16,3.06,16.91,6.21,0.81,11.4km,1.34,6.43,-,-,-,-
24024495,Matej Mrsic,31,74 kg,185 cm,,-,CRO,eWinner II liga,Radunia,"€66,000 p/a",30/6/2025,D/AM (L),-,39,"3,510",68%,0.1,0.09,0,0,-,-,0,16%,1,0.38,0,0.13,0,1.82,92%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
65033377,Shane Roberts,26,69 kg,182 cm,,-,RSA,National First Division,NB La Masia,"€57,000 p/a",30/6/2025,"DM, M/AM (C)",-,29,"2,629",86%,0.03,0.06,3.29,1.1,0.17,0%,0,6%,-0.7,0.34,0.58,0.09,0,1.44,72%,0.92,0.03,0.24,4.9,31%,1.54,0.34,6.71,7.53,7.74,1.13,13.0km,1.47,5.92,-,-,-,-
65032187,Phathutshedzo Nange,33,65 kg,175 cm,,-,RSA,DStv Premiership,Polokwane City,"€40,000 p/a",30/6/2025,"WB (R), DM, M (RC), AM (RL)",WB/AM (R),22,"1,495",88%,-,0.05,2.11,0.78,0.06,7%,0.06,-,-0.32,0.18,0.18,0.02,0,1.32,65%,1.32,0.18,0.06,4.03,28%,1.14,0.66,9.75,17.4,7.04,1.44,11.6km,2.29,10.84,-,-,-,-
62239606,Stefan Mitrović,23,60 kg,169 cm,,-,SRB,Prva liga Srbije,Radnički (SM),"€32,500 p/a",30/6/2025,D/WB (R),-,13,"1,360",81%,0.2,0.1,5.82,1.12,-,14%,0.6,13%,-0.91,0.4,0.53,0.26,0,1.59,89%,1.19,0.2,0.53,7.15,47%,3.38,0.73,13.37,17.07,11.65,1.85,13.0km,1.32,7.68,-,-,-,-
65030384,Tsheamo Mashoene,29,73 kg,181 cm,,-,RSA,National First Division,Milford FC,"€57,000 p/a",30/6/2025,M (C),-,26,"2,135",87%,0.25,0.24,4.09,1.85,0.76,20%,0.21,17%,-0.34,0.55,0.46,0.23,0,1.85,79%,0.42,0.04,0.13,4,24%,0.97,0.13,5.4,9.11,14.25,1.35,13.1km,2.95,10.54,-,-,-,-
62220015,Stefan Radmanovac,23,72 kg,175 cm,,-,SRB,Srpska liga Zapad,Loznica,"€22,000 p/a",30/6/2025,D (R),-,32,"2,597",85%,0.1,0.1,4.54,0.76,0.14,13%,0.59,12%,0.45,0.28,0.49,0.19,0,2.01,79%,1.21,0.07,0.94,7.45,71%,5.27,0.45,16.11,12.44,14.66,1.25,12.2km,2.08,6.9,-,-,-,-
62126536,Igor Petrović,24,71 kg,189 cm,,-,SRB,Srpska liga Zapad,Loznica,"€21,500 p/a",30/6/2025,D (C),-,39,"3,150",87%,-,0.06,3.83,0.29,0.14,0%,0,11%,-1.16,0.29,0.31,0.18,0,0.8,70%,1.49,0.17,1.09,9.17,77%,7.03,0.34,20.94,2.43,4.91,0.03,10.5km,1.03,3.06,-,-,-,-
65037289,Renaldo Jonkers,26,68 kg,178 cm,,-,RSA,National First Division,Milford FC,"€43,000 p/a",30/6/2025,AM (R),-,16,"1,523",87%,0.24,0.23,4.31,1.24,0.71,8%,0.53,13%,0.93,0.77,0.89,0.18,0,1,85%,1.95,0,0,4.79,26%,1.24,0.18,7.21,16.78,18.56,4.55,13.2km,2.78,10.22,-,-,-,-
62073136,Milan Radin,33,64 kg,173 cm,,-,SRB,Prva liga Srbije,Kolubara,"€45,500 p/a",30/6/2025,"D (R), DM",-,27,"1,861",87%,0.34,0.39,5.17,1.84,0.48,6%,0.05,-,-1.06,0.05,0.05,0.05,0,2.47,84%,1.31,0.1,0.39,4.59,49%,2.27,0.39,14.27,8.37,9.77,0.58,12.5km,2.85,8.85,-,-,-,-
29174333,Kimarni Smith,27,71 kg,186 cm,,-,ENG,Vanarama National League North,Southport,"€24,500 p/a",30/6/2025,"AM (L), ST (C)",-,24,"2,184",59%,0.29,0.07,0,0,-,-,0,7%,-2.7,1.2,0,0.32,0,0.91,71%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
62072930,Marko Tomić,33,69 kg,186 cm,,-,SRB,Prva liga Srbije,Dubočica,"€35,500 p/a",30/6/2025,"D (C), DM",-,14,"1,305",91%,0.07,0.07,4.34,1.31,0.28,11%,0.07,-,-0.24,0,0,0.02,0,2,73%,1.17,0.07,0.62,5.52,51%,2.83,0.34,12.21,6.62,9.1,0.28,12.8km,2.69,7.72,-,-,-,-
62042200,Đorđe Šušnjar,33,75 kg,185 cm,,-,MNE,Prva liga Srbije,Mladost GAT,"€19,750 p/a",30/6/2025,ST (C),-,25,"2,029",86%,0.04,0.18,1.06,0.89,0.13,16%,0.27,18%,4.39,0.8,0.58,0.2,0,1.06,69%,0.75,0,0.09,11.49,13%,1.51,0.09,2.53,18.81,5.01,0.84,11.1km,1.6,6.12,-,-,-,-
35011194,Ivan Paurević,33,85 kg,194 cm,,-,CRO,SuperSport Prva NL,Solin,"€8,000 p/a",30/6/2025,"DM, M (C)",-,31,"2,457",89%,0.37,0.21,3.74,1.03,0.33,42%,0.18,-,-0.71,0.04,0,0.03,0,1.94,74%,1.25,0.15,0.37,5.35,67%,3.59,0.59,12.93,6.85,9.12,0.26,12.3km,2.56,9.27,-,-,-,-
37019136,Filip Oršula,32,78 kg,183 cm,,-,SVK,Druhá Futbalová Liga,Podbrezova,"€17,250 p/a",30/6/2025,AM (R),-,17,"1,400",83%,0.13,0.1,2.19,1.61,-,21%,0.96,19%,1.41,0.77,0.58,0.24,0,2.12,97%,1.16,0,0.06,5.53,37%,2.06,0.26,5.27,17.23,10.35,3.09,11.5km,2.76,10.09,-,-,-,-
65030274,Mohau Mokate,33,73 kg,178 cm,,-,RSA,National First Division,AmaTuks,"€78,500 p/a",30/6/2025,ST (C),-,24,"2,105",80%,0.21,0.15,0.21,0.26,0.34,14%,0.04,23%,3.41,1.54,1.28,0.36,0,0.86,77%,0.56,0,0.04,13.81,50%,6.93,0.17,4.53,8.94,5.77,0.9,12.3km,2.27,5.52,-,-,-,-
65028618,Gift Motupa,30,79 kg,180 cm,,-,RSA,National First Division,Royal AM,"€103,000 p/a",30/6/2025,"DM, M (C), AM (RLC), ST (C)","M (C), AM (RL), ST (C)",14,"1,260",79%,0.14,0.08,1.5,0.86,0.29,22%,0.57,20%,0.76,0.93,0.79,0.37,0,2.07,73%,1.07,0,0.14,7,37%,2.57,0.14,8.29,13.57,13.71,3.5,13.0km,2.21,8,-,-,-,-
37022069,Chris David,32,69 kg,172 cm,,-,NED,Spor Toto 1. Lig,Şanlıurfaspor,"€82,000 p/a",30/6/2025,M/AM (C),-,23,"1,527",87%,0.18,0.25,3.12,1.47,0.47,12%,0.12,-,-1,0.24,0.18,0.06,0,1.89,91%,0.83,0,0,4.48,36%,1.59,0.29,9.67,16.86,7.31,1.41,12.1km,3.01,9.55,-,-,-,-
62031573,Mladen Živković,35,80 kg,188 cm,,-,SRB,Prva liga Srbije,Mladost GAT,"€22,000 p/a",30/6/2025,GK,-,21,"1,890",51%,-,0,0,0,-,-,-,-,0,-,-,0,2,0.05,25%,8.24,0,0,-,-,-,-,2.95,7.95,0,-,5.1km,0,0,13,21,21,-0.02
864223,Stef Nijland,36,76 kg,187 cm,,-,NED,Derde Divisie Zaterdag,DVS '33,"€27,500 p/a",30/6/2025,"AM (C), ST (C)",-,43,"3,870",56%,0.07,0.07,0,0,-,-,0,6%,-6.57,1.09,0,0.34,0,0.74,78%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
55072289,Nader Matar,33,72 kg,175 cm,,-,LIB,LFA Premier League,Chabab Ghazieh,"€41,500 p/a",30/6/2025,AM (R),-,31,"2,790",60%,0.23,0.09,0,0,-,-,0,10%,-0.91,1.65,0,0.32,0,0.74,79%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
65028611,Ndiviwe Mdabuka,34,72 kg,177 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€38,500 p/a",30/6/2025,"DM, M (C)",-,13,"1,148",89%,0.08,0.12,3.21,0.71,0.16,20%,0.08,-,-1.06,0.16,0.63,0.08,0,1.65,81%,0.94,0,0.31,5.33,46%,2.43,0.47,12.54,5.88,9.02,0.39,12.3km,2.12,9.49,-,-,-,-
50050339,Amir Nouri,30,65 kg,178 cm,,-,FRA,Ligue Professionelle 1 Mobilis,ES Sétif,"€93,500 p/a",30/6/2025,M (C),-,39,"3,513",68%,0.05,0.1,0,0,-,-,0,4%,-4.45,0.61,0,0.19,0,0.82,91%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
38007582,Márton Eppel,33,81 kg,190 cm,,-,HUN,Hungarian Division III - Southwest,Szentlőrinc,"€58,500 p/a",30/6/2025,ST (C),-,41,"3,360",83%,0.05,0.11,0.62,0.51,0.32,15%,0.11,10%,0.62,1.15,0.7,0.2,0,1.07,74%,0.38,0,0.03,12.4,44%,5.52,0.16,2.33,19.42,6,0.96,10.9km,1.37,6.05,-,-,-,-
38010914,Patrik Hidi,34,76 kg,186 cm,,-,HUN,Merkantil Bank Liga,BVSC,"€45,000 p/a",30/6/2025,"DM, M (C)",-,31,"1,963",88%,0.18,0.27,4.17,1.15,0.64,11%,0.09,-,-2.94,0.09,0.18,0.13,0,1.56,65%,1.38,0.09,0.09,3.76,44%,1.65,0.41,13.11,7.01,9.12,0.64,12.4km,2.34,9.4,-,-,-,-
65026371,Puleng Marema,34,68 kg,179 cm,,-,RSA,National First Division,Royal AM,"€98,500 p/a",30/6/2025,"AM (C), ST (C)",AM (C),13,"1,055",86%,-,0.02,0.26,0.26,0.09,14%,0.09,22%,1.4,0.94,0.6,0.24,0,1.02,55%,0.34,0,0,13.31,53%,7,0.34,3.58,5.03,8.79,1.02,12.1km,1.11,5.72,-,-,-,-
19364542,John,25,71 kg,180 cm,,-,BRA,UAE First Division League,Al-Hamriya,"€228,000 p/a",30/6/2025,DM,-,31,"2,790",71%,0.06,0.08,0,0,-,-,0,8%,-0.3,0.06,0,0.04,0,1.71,100%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
55082199,Bruno Paz,27,74 kg,183 cm,,-,ANG,Spor Toto 1. Lig,Altay,"€79,000 p/a",30/6/2025,"DM, M (C)",-,27,"1,992",88%,-,0.18,3.84,1.13,0.45,23%,0.09,-,-1.62,0.09,0.18,0.07,0,2.03,74%,1.08,0.18,0.18,4.16,52%,2.17,0.5,11.7,7.18,9.13,0.72,12.8km,2.76,9.44,-,-,-,-
22056641,Stênio Júnior,33,73 kg,184 cm,,-,BRA,Thai League 2 M-150 Championship,Chiangmai,"€227,000 p/a",30/6/2025,"AM (R), ST (C)",-,42,"3,792",57%,0.07,0.06,0,0,-,-,0,10%,-3.08,1.31,0,0.36,0,0.83,65%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
47044347,Mihkel Ainsalu,29,79 kg,189 cm,,-,EST,Prva liga Srbije,FAP,"€18,250 p/a",30/6/2025,M (C),-,34,"2,615",88%,0.03,0.07,4.47,1.65,0.07,16%,0.31,13%,0.94,0.41,0.34,0.07,0,2.07,80%,1.07,0.03,0.17,4.47,51%,2.27,0.31,9.84,17.86,8.43,1.03,11.8km,2.72,9.43,-,-,-,-
19388165,Fernandinho,33,76 kg,178 cm,,-,BRA,Jordan Pro League,Al-Hussein,"€28,500 p/a",30/6/2025,ST (C),-,30,"2,339",85%,0.19,0.13,0.35,0.42,0.08,7%,0.04,26%,6.62,1.19,0.35,0.25,0,1.08,76%,0.46,0,0.04,9.31,14%,1.35,0.27,1.73,16.39,4.42,1.23,10.0km,1.12,5.31,-,-,-,-
93049466,Felix Michel,30,85 kg,192 cm,,-,LIB,LFA Lower Leagues,Shabab Bourj,"€30,000 p/a",30/6/2025,D/M (C),-,37,"3,383",69%,0.08,0.1,0,0,-,-,0,17%,1.49,0.05,0,0.04,0,1.97,93%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
20042017,Nevello Yoseke,29,73 kg,178 cm,,-,SUD,Sudani Premier League,Al-Ahli Shendi,"€55,000 p/a",30/6/2025,"D (R), M (C)",-,45,"4,050",69%,0.04,0.07,0.29,0.13,-,20%,0.02,5%,-2.03,0.07,0,0.07,0,1.71,94%,0.18,0.02,0.02,0.24,73%,0.18,0.02,0.47,0.58,0.69,0.02,0.6km,0.11,0.33,-,-,-,-
96088106,Przemysław Płacheta,27,69 kg,177 cm,,-,POL,eWinner II liga,Chojniczanka,"€60,000 p/a",30/6/2025,M/AM (L),-,37,"3,402",70%,0.08,0.05,0,0,-,-,0,15%,2.35,0.42,0,0.1,0,1.9,96%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
98015440,Davide Mariani,33,73 kg,176 cm,,-,SUI,UAE First Division League,Al-Dhaid,"€458,000 p/a",30/6/2025,M/AM (C),-,31,"2,790",68%,0.16,0.1,0,0,-,-,0,2%,-6.78,0.71,0,0.25,0,0.97,77%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
2000021220,Marko Bojović,22,74 kg,180 cm,,-,MNE,Druga Crnogorska Fudbalska Liga,Bokelj,"€9,500 p/a",30/6/2025,ST (C),-,43,"3,902",62%,0.09,0.08,0,0,-,-,0,22%,14.34,1.34,0,0.32,0,1.01,47%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
2000040787,Filip Avrić,23,80 kg,186 cm,,-,SRB,Prva liga Srbije,Sloven,"€22,500 p/a",30/6/2025,ST (C),-,33,"2,785",86%,0.06,0.11,0.55,0.45,0.16,12%,0.13,21%,4.69,0.71,0.48,0.14,0,1.26,87%,0.42,0,0.1,11.76,51%,5.98,0.13,2.78,20.26,6.95,1.16,11.6km,1.49,6.62,-,-,-,-
2000047956,Jonas Horsch,26,80 kg,191 cm,,-,GER,Oberliga Niedersachsen,Hildesheim,"€31,000 p/a",30/6/2025,GK,-,31,"2,847",58%,-,0,0,0,-,-,-,-,0,-,-,0,0,-,-,0.38,0,0,-,-,-,-,0.03,0.32,0,-,0.2km,0,0,3,4,2,0.02
2000062963,Luan Santos,32,71 kg,172 cm,,-,BRA,Prva Makedonska Liga,Shkupi,"€198,000 p/a",30/6/2025,AM (L),-,42,"3,878",60%,0.23,0.06,0.07,0,-,0%,0,13%,2.57,1.25,0.02,0.27,0,0.81,56%,0.02,0,0,0.19,25%,0.05,0.02,0.14,0.3,0.23,0.05,0.3km,0.02,0.21,-,-,-,-
2000071520,Ahmed El Sheikh,34,60 kg,166 cm,,-,EGY,WE Egyptian Premier League,Al-Ittihad,"€137,000 p/a",30/6/2025,AM (LC),-,28,"2,713",67%,0.13,0.1,0.13,0.07,0.03,0%,0,1%,-9.55,1.26,0,0.35,0,1.16,83%,0,0,0,0.1,33%,0.03,-,0.46,0.46,0.33,0.07,0.5km,0.13,0.4,-,-,-,-
2000081051,Keylon Batiz,21,77 kg,188 cm,,-,NCA,Liga Primera de Nicaragua,Real Estelí,"€41,000 p/a",30/6/2025,"AM (R), ST (C)",-,37,"3,368",64%,0.27,0.09,0.05,0.05,-,0%,0,15%,2.78,1.36,0,0.33,0,1.04,71%,0.05,0,0.03,0.88,24%,0.21,-,0.53,1.28,0.56,0.13,0.9km,0.05,0.37,-,-,-,-
2000083002,Khethukuthula Ndlovu,29,55 kg,160 cm,,-,RSA,National First Division,Royal AM,"€71,500 p/a",30/6/2025,M/AM (R),-,15,"1,467",83%,0.31,0.34,2.09,1.23,0.98,21%,0.74,12%,-0.43,0.49,0.92,0.21,0,2.27,79%,2.33,0,0,6.32,19%,1.23,0.31,7.98,15.46,14.23,4.17,13.4km,2.82,9.26,-,-,-,-
2000083509,Khomotjo Lekoloane,24,75 kg,187 cm,,-,RSA,National First Division,Milford FC,"€49,000 p/a",30/6/2025,M (C),-,27,"2,259",85%,0.16,0.21,6.25,1.55,0.76,4%,0.04,11%,-0.29,0.6,0.76,0.17,0,2.07,74%,0.68,0,0.16,3.19,51%,1.63,0.28,7.29,11.99,11.63,2.11,12.7km,2.51,11.99,-,-,-,-
2000084724,Bakary Jawara,22,69 kg,178 cm,,-,GAM,GFA League First Division,Fortune FC,"€6,000 p/a",30/6/2025,D (R),-,35,"3,150",71%,0.11,0.09,0,0,-,-,0,15%,0.43,0.11,0,0.04,0,1.23,98%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
2000085035,Ebou Dampha,22,79 kg,183 cm,,-,GAM,GFA League First Division,Waa Banjul,"€8,750 p/a",30/6/2025,GK,-,41,"3,690",61%,-,0,0,0,-,-,-,-,0,-,-,0,0,-,-,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,0,0,0,0
2000088933,Josh Symons,30,82 kg,186 cm,,-,MLT,PS4 National Premier League - New South Wales,APIA Leichhardt,"€48,000 p/a",30/6/2025,D (C),-,43,"3,554",80%,-,0.01,3.24,0.2,-,0%,0,8%,0,0.18,0.28,0.05,0,0.61,71%,1.65,0.15,0.68,8.1,61%,4.96,0.58,13.12,2.86,3.8,0.15,9.8km,0.76,2.03,-,-,-,-
5764136,Ivan Milić,33,74 kg,179 cm,,-,SRB,Prva liga Srbije,Dubočica,"€33,500 p/a",30/6/2025,AM (L),-,21,"1,986",86%,0.09,0.12,2.63,1.72,0.32,13%,0.45,9%,-0.53,0.41,0.5,0.16,0,1.77,85%,0.86,0.05,0.18,6.53,33%,2.13,0.18,6.57,15.27,10.74,1.99,11.9km,2.76,11.42,-,-,-,-
2000117581,Keabetswe Nkogatse,19,72 kg,175 cm,,-,RSA,National First Division,Milford FC,"€11,500 p/a",30/6/2025,D (R),-,17,"1,398",88%,0.13,0.16,7.34,0.9,0.39,17%,0.19,8%,-0.65,0.39,0.26,0.11,0,3.22,91%,0.71,0,0.32,5.73,75%,4.31,0.45,11.2,9.59,14.81,0.97,12.7km,2.25,8.43,-,-,-,-
2000188731,Momed Ferreira,21,74 kg,180 cm,,-,MOZ,UAE First Division League,Al-Dhaid,"€112,000 p/a",30/6/2025,AM (RL),-,31,"2,790",70%,0.19,0,0,0,-,-,0,3%,-4.53,0.58,0,0.18,0,1.13,56%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
2000199199,Keenan Samuels,21,78 kg,189 cm,,-,RSA,National First Division,Milford FC,"€14,750 p/a",30/6/2025,D (C),-,24,"2,058",88%,-,0.02,4.02,0.13,0.04,0%,0,11%,0.8,0.22,0,0.05,1,1.27,97%,1.14,0.17,0.74,8.57,73%,6.25,0.35,12.07,7.57,3.32,0.04,10.4km,0.74,2.01,-,-,-,-
2000228859,Marko Brnović,21,55 kg,163 cm,,-,MNE,Srpska liga Beograd,Teleoptik,"€26,500 p/a",30/6/2025,AM (R),-,14,"1,434",84%,-,0.09,1.57,0.82,0.06,9%,0.25,17%,2.3,1.19,1.19,0.29,0,1.26,71%,0.63,0,0.06,7.22,21%,1.51,0.19,7.59,10.54,7.91,2.45,10.8km,1.88,8.22,-,-,-,-
2000247729,Amin Pilali,22,73 kg,178 cm,,-,IRN,Qatar Second Division League,Lusail,"€228,000 p/a",30/6/2025,D (C),-,26,"2,340",72%,0.08,0,0,0,-,-,0,15%,0.87,0.08,0,0.04,0,1.69,100%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
2000247737,Erfan Ghorbani,22,66 kg,175 cm,,-,IRN,Azadegan League 2 - Group B,KIA FA,"€110,000 p/a",30/6/2025,AM (L),-,37,"3,330",72%,0.27,0,0,0,-,-,0,4%,-2.89,0.54,0,0.13,0,1.19,56%,0,0,0,-,-,-,-,0,0,0,-,0.0km,0,0,-,-,-,-
2000264540,Pako Mauwane,25,78 kg,187 cm,,-,RSA,National First Division,Milford FC,"€29,000 p/a",30/6/2025,ST (C),-,24,"2,023",85%,0.31,0.12,0.85,0.85,0.36,20%,0.13,19%,-1.71,1.2,0.49,0.57,0,0.62,78%,0.18,0,0.09,7.79,37%,2.85,0.04,2.58,6.05,4.8,1.78,11.4km,0.93,3.47,-,-,-,-
