UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Shots Outside Box/90,NP-xG/90,Gl Mst,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90
85145148,Jonathan Ikoné,26,67 kg,175 cm,,-,FRA,Serie A enilive,Como,"€2,180,000 p/a",30/6/2025,AM (RL),AM (L),18,"1,278",84%,0.14,0.21,2.82,1.69,0.42,27%,0.56,23%,2.42,0.56,0.49,0.18,0,1.55,81%,0.92,0,0,3.66,17%,0.63,0.28,3.87,16.83,14.15,4.23,13.1km,2.96,12.25,-,-,-,-
48036880,Odsonne Edouard,26,83 kg,187 cm,,-,FRA,English Premier League,Leicester,"€5,155,000 p/a",30/6/2027,"AM (L), ST (C)",-,20,"1,514",89%,-,0.04,0.71,0.59,-,43%,0.18,13%,1.24,1.13,0.48,0.16,0,1.19,71%,0.54,0,0.18,6.48,44%,2.85,0.24,2.56,14.39,6.48,1.19,12.1km,1.61,7.67,-,-,-,-
91107789,Matthias Ginter,30,86 kg,191 cm,,-,GER,Bundesliga,SC Freiburg,"€2,992,000 p/a",30/6/2026,D (C),-,16,"1,440",93%,0.12,0.06,5.5,0.44,0.12,0%,0,29%,1.7,0.12,0.12,0.02,0,1.31,84%,0.69,0.12,1.06,7.31,71%,5.19,0.38,15.56,2.56,4.62,0.06,11.2km,1.12,2.75,-,-,-,-
37062161,Perr Schuurs,25,87 kg,191 cm,,-,NED,Serie A enilive,Torino,"€2,793,000 p/a",30/6/2028,D (C),-,19,"1,584",94%,0.11,0.12,3.75,0.34,0.06,0%,0,17%,0.2,0.11,0.11,0.05,1,1.08,73%,0.62,0.23,0.62,6.7,69%,4.66,0.4,16.59,3.41,5.57,0.11,11.5km,1.02,2.9,-,-,-,-
67053461,Iván Balliu,33,63 kg,172 cm,,-,ALB,LaLiga EA SPORTS,Vallecano,"€1,525,000 p/a",30/6/2025,D/WB (R),WB (R),18,"1,620",89%,0.06,0.03,6.28,1.06,0.06,19%,0.39,-,-2.42,0,0,0.13,1,1.72,72%,1,0.06,0.17,4.28,34%,1.44,0.39,12.17,12.72,14.5,0.78,12.5km,1.94,8.22,-,-,-,-
45092658,Ko Itakura,27,74 kg,188 cm,,Pulled groin,JPN,Bundesliga,Gladbach,"€1,994,000 p/a",30/6/2025,"D (C), DM",DM,17,"1,310",91%,-,0.05,5.15,0.82,0.21,25%,0.07,-,-0.43,0.21,0.07,0.03,0,2.06,77%,1.24,0.21,0.76,5.02,70%,3.5,0.48,16.76,5.15,10.31,0.48,12.5km,2.75,7.9,-,-,-,-
57113505,Răzvan Marin,28,70 kg,177 cm,,-,ROU,Serie A enilive,Cagliari,"€1,458,000 p/a",30/6/2027,"DM, M (C)",-,17,"1,223",90%,0.07,0.13,5.74,1.1,0.37,0%,0,11%,-0.79,0.22,0.07,0.13,0,2.13,76%,1.18,0.29,0.07,2.94,68%,1.99,0.66,11.55,8.39,11.77,0.88,13.0km,2.5,9.57,-,-,-,-
29090530,Solly March,30,73 kg,181 cm,,-,ENG,English Premier League,Brighton,"€3,335,000 p/a",30/6/2026,WB/M/AM (RL),"WB/M (RL), AM (L)",18,"1,386",84%,0.06,0.24,2.47,1.3,0.52,13%,0.32,11%,-1.04,0.84,0.58,0.26,1,2.53,83%,0.58,0,0,4.03,35%,1.43,0.45,6.62,15.39,15.91,2.73,13.4km,3.38,13.57,-,-,-,-
29125265,Antonee Robinson,27,70 kg,183 cm,,-,USA,English Premier League,Fulham,"€3,032,000 p/a",30/6/2027,D/WB (L),-,20,"1,649",83%,0.05,0.08,6.22,0.55,0.22,16%,0.38,17%,-0.05,0.11,0.16,0.06,0,2.95,79%,1.2,0.05,0.22,4.42,67%,2.95,0.87,12.61,14.63,17.57,2.57,13.6km,2.78,10.32,-,-,-,-
28018193,Péter Gulácsi,34,85 kg,191 cm,,-,HUN,Bundesliga,RB Leipzig,"€4,986,000 p/a",30/6/2025,GK,-,19,"1,621",68%,-,0,0,0,-,-,-,-,0,-,-,0,1,0.06,100%,1.22,0,0,-,-,-,-,3.44,8.11,0,-,6.0km,0,0,11,29,8,0.05
13199286,Nayef Aguerd,28,76 kg,188 cm,,-,MAR,LaLiga EA SPORTS,Real Sociedad,"€3,942,000 p/a",30/6/2026,D (C),-,14,"1,269",92%,-,0.04,4.75,0.28,-,0%,0,17%,0.5,0.07,0.28,0.04,1,1.49,78%,0.57,0.28,0.78,7.73,67%,5.18,0.5,16.52,3.9,4.89,-,11.4km,1.35,3.97,-,-,-,-
98033057,Nico Elvedi,28,84 kg,189 cm,,-,SUI,Bundesliga,Gladbach,"€2,992,000 p/a",30/6/2026,D (RC),D (R),16,"1,440",94%,0.06,0.03,4.06,0.31,0.06,100%,0.06,-,-0.63,0,0.12,0.04,0,1,70%,0.75,0.25,1,7.31,62%,4.56,0.38,14.88,2.62,5.12,0.38,11.6km,1.06,2.81,-,-,-,-
37001813,Marten de Roon,33,76 kg,185 cm,,-,NED,Serie A enilive,Atalanta,"€1,850,000 p/a",30/6/2024,"DM, M (C)",-,23,"1,872",88%,0.1,0.09,3.46,0.62,0.19,17%,0.1,-,-0.2,0,0.05,0.01,0,2.16,73%,0.87,0.05,0.53,4.81,64%,3.08,0.58,12.5,8.12,13.08,0.58,12.8km,2.98,8.94,-,-,-,-
98033113,Jonas Omlin,30,80 kg,190 cm,,-,SUI,Bundesliga,Gladbach,"€2,992,000 p/a",30/6/2026,GK,-,17,"1,560",91%,-,0,0.06,0.06,-,-,-,-,0,-,-,0,0,0.06,50%,1.21,0,0,-,-,-,-,4.62,6.52,0.06,-,6.4km,0,0,8,44,15,0.16
43037008,Mattia De Sciglio,32,78 kg,182 cm,,-,ITA,Serie A enilive,Empoli,"€2,780,000 p/a",30/6/2024,D/WB (RL),-,16,"1,138",90%,0.24,0.11,4.9,0.87,-,14%,0.32,-,-0.52,0,0.16,0.04,0,2.85,88%,1.03,0.24,0.16,5.85,66%,3.88,0.87,10.2,12.5,16.29,1.74,12.5km,2.06,8.78,-,-,-,-
18057323,Chancel Mbemba,30,80 kg,182 cm,,-,COD,Ligue 1 McDonald's,Marseille,"€2,756,000 p/a",30/6/2027,D (C),-,13,"1,094",92%,-,0.08,6.17,0.49,0.08,0%,0,-,-0.04,0,0.16,0,0,1.07,68%,1.56,0.58,0.33,5.59,76%,4.28,0.66,18.59,2.88,7.4,0.16,12.2km,1.07,3.21,-,-,-,-
53113114,Julian Ryerson,27,86 kg,183 cm,,-,NOR,Bundesliga,Borussia Dortmund,"€3,490,000 p/a",30/6/2027,D/WB (RL),-,22,"1,938",85%,0.09,0.13,6.32,0.7,0.14,12%,0.14,22%,0.34,0.09,0.05,0.08,0,2.69,77%,1.11,0.05,0.28,5.06,52%,2.65,0.56,12.68,13.28,15.88,1.11,13.1km,2.23,9.1,-,-,-,-
86017618,Darwin Machís,31,72 kg,171 cm,,-,VEN,LaLiga EA SPORTS,Valladolid,"€2,035,000 p/a",30/6/2024,M/AM (RL),"M (RL), AM (R)",18,"1,121",88%,-,0.12,2.57,1.36,0.24,4%,0.08,8%,-0.94,0.4,0.24,0.16,0,2.09,87%,0.72,0,0,4.09,14%,0.56,0.24,3.13,20.47,13.81,3.37,12.2km,3.13,12.93,-,-,-,-
49047581,Rayan Aït-Nouri,23,69 kg,180 cm,,-,ALG,English Premier League,Wolves,"€4,559,000 p/a",30/6/2028,D/WB (L),-,19,"1,504",87%,-,0.09,6.52,0.84,0.24,11%,0.12,13%,-0.52,0.12,0.06,0.09,2,2.99,79%,0.66,0.12,0.42,3.71,56%,2.09,0.54,10.83,15.74,14.6,2.09,12.7km,2.81,8.8,-,-,-,-
19158043,Emerson,30,77 kg,176 cm,,-,ITA,English Premier League,West Ham,"€5,761,000 p/a",30/6/2025,D/WB (L),WB (L),17,"1,500",84%,-,0.14,6.24,1.14,0.24,19%,0.48,-,-0.88,0.18,0.18,0.05,0,2.64,80%,0.48,0,0.12,4.26,63%,2.7,0.36,11.34,16.32,13.74,2.64,12.7km,2.7,9.48,-,-,-,-
43500510,Fabio Miretti,21,72 kg,180 cm,,-,ITA,Serie A enilive,Genoa,"€1,850,000 p/a",30/6/2027,M/AM (C),AM (C),16,"1,279",86%,-,0.07,3.8,1.48,0.28,28%,0.14,21%,1.59,0.49,0.42,0.1,0,1.48,72%,0.77,0,0,3.1,43%,1.34,0.21,12.53,10.63,12.1,1.34,12.6km,2.39,11.05,-,-,-,-
72051563,Chris Richards,24,78 kg,188 cm,,-,USA,English Premier League,Crystal Palace,"€3,032,000 p/a",30/6/2026,D (RC),D (R),20,"1,751",90%,-,0.01,3.39,0.26,0.05,25%,0.05,17%,0.54,0.05,0.1,0.02,0,1.34,79%,1.08,0.1,0.82,6.73,64%,4.32,0.41,10.43,5.19,5.35,0.36,11.6km,1.34,4.16,-,-,-,-
19386116,Abner Vinicius,24,68 kg,181 cm,,-,BRA,Ligue 1 McDonald's,Lyon,"€614,000 p/a",30/6/2028,D/WB (L),-,13,"1,170",89%,-,0.04,5.85,0.77,0.23,17%,0.23,-,-0.34,0.08,0.15,0.03,0,3.31,84%,1.15,0,0.23,3.85,42%,1.62,0.46,15.23,10.77,14.92,1.92,13.2km,2.77,9.23,-,-,-,-
19042304,Juan Jesus,33,82 kg,185 cm,,-,BRA,Serie A enilive,Napoli,"€2,780,000 p/a",30/6/2024,D (C),-,19,"1,788",92%,0.05,0.07,4.53,0.3,0.05,17%,0.05,-,-0.92,0.15,0.15,0.05,0,0.96,73%,1.31,0.25,0.4,5.99,62%,3.72,0.45,14.9,3.62,6.54,0.25,11.7km,1.06,3.37,-,-,-,-
91100466,Maximilian Arnold,30,74 kg,184 cm,,-,GER,Bundesliga,VfL Wolfsburg,"€3,989,000 p/a",30/6/2025,"DM, M (C)",-,16,"1,317",90%,0.21,0.12,6.01,1.23,0.14,20%,0.14,14%,0.48,0.14,0.07,0.04,0,1.85,79%,0.89,0,0.21,4.99,48%,2.39,0.62,16.81,4.37,13.33,0.55,13.1km,2.19,10.25,-,-,-,-
18087987,Sebastiaan Bornauw,25,83 kg,191 cm,,Damaged spine,BEL,Bundesliga,VfL Wolfsburg,"€2,493,000 p/a",30/6/2025,D (C),-,14,"1,259",92%,0.07,0.06,5.22,0.14,-,0%,0,-,-0.55,0,0.36,0.04,0,1.22,89%,0.86,0.21,0.93,7.29,72%,5.22,0.57,18.8,2.43,5.86,0.07,11.6km,0.86,2.36,-,-,-,-
29061164,Dan Burn,32,86 kg,201 cm,,-,ENG,English Premier League,Newcastle Utd,"€4,245,000 p/a",30/6/2024,D (LC),-,19,"1,512",89%,0.06,0.05,6.43,0.71,0.18,21%,0.48,-,-0.59,0.12,0,0.04,0,2.74,87%,0.6,0.06,0.65,5.36,63%,3.39,0.54,11.85,13.63,16.96,1.31,12.9km,2.8,9.76,-,-,-,-
1414241,Danilo D'Ambrosio,36,75 kg,180 cm,,-,ITA,Serie A enilive,Monza,"€1,850,000 p/a",30/6/2024,D (RC),-,15,"1,338",92%,-,0.03,3.63,0.13,-,0%,0,20%,0.53,0.13,0.2,0.03,0,1.08,80%,1.28,0.13,0.61,6.32,77%,4.84,0.54,13.99,2.83,5.04,0.07,10.9km,0.81,2.56,-,-,-,-
67157520,Álex Berenguer,29,73 kg,175 cm,,-,ESP,LaLiga EA SPORTS,Athletic Bilbao,"€1,295,000 p/a",30/6/2026,"WB (L), M (RL), AM (LC)","WB (L), M (R), AM (C)",26,"1,912",86%,0.09,0.15,2.49,1.32,0.28,14%,0.42,14%,-0.79,0.47,0.33,0.27,0,2.64,86%,0.66,0,0,4.1,18%,0.75,0.28,4.71,18.5,13.89,3.01,12.2km,3.2,12.19,-,-,-,-
96047750,Jan Bednarek,28,77 kg,189 cm,,-,POL,English Premier League,Southampton,"€2,183,000 p/a",30/6/2026,D (C),-,19,"1,501",91%,-,0.03,4.8,0.18,-,0%,0,-,-0.25,0.06,0.12,0.01,0,1.62,84%,1.32,0.3,0.84,5.94,73%,4.32,0.36,9.17,5.7,5.76,0.36,11.8km,1.44,3.48,-,-,-,-
96121228,Jakub Kamiński,22,68 kg,179 cm,,-,POL,Bundesliga,VfL Wolfsburg,"€2,610,000 p/a",30/6/2028,AM (RL),-,17,"1,326",85%,0.2,0.16,3.33,1.7,0.2,31%,0.75,8%,-0.28,0.61,0.68,0.15,0,2.04,86%,0.54,0,0,4.48,38%,1.7,0.2,6.04,16.49,14.73,3.39,12.3km,2.58,12.69,-,-,-,-
67212046,Alfonso Pedraza,28,73 kg,184 cm,,-,ESP,LaLiga EA SPORTS,Villarreal,"€1,390,000 p/a",30/6/2025,D/WB/M/AM (L),M/AM (L),21,"1,890",87%,0.14,0.19,5.9,0.81,0.19,23%,0.29,17%,0.71,0.1,0.14,0.01,0,3.1,75%,1,0.1,0.43,4.81,75%,3.62,0.57,12.81,15.19,15.38,1.81,12.8km,2.86,9.52,-,-,-,-
43029905,Cristiano Biraghi,32,78 kg,185 cm,,-,ITA,Serie A enilive,Torino,"€3,150,000 p/a",30/6/2025,D/WB (L),-,19,"1,666",90%,-,0.2,7.78,1.35,0.32,20%,0.38,-,-0.3,0.05,0.16,0.02,0,2.76,80%,0.54,0.27,0.27,4.81,62%,2.97,0.7,11.13,13.67,13.99,1.73,12.2km,2.7,8.27,-,-,-,-
19190440,Marcão,28,80 kg,185 cm,,-,BRA,LaLiga EA SPORTS,Sevilla,"€1,417,000 p/a",30/6/2026,D (C),-,22,"1,781",94%,-,0.02,5.86,0.1,0.1,0%,0,33%,0.82,0.1,0.05,0.01,0,1.06,78%,0.86,0.25,0.45,4.95,70%,3.49,0.56,19.96,2.43,5.51,0.15,11.4km,1.01,2.48,-,-,-,-
49048469,Enzo Millot,22,66 kg,174 cm,,-,FRA,Bundesliga,VfB Stuttgart,"€1,994,000 p/a",30/6/2027,"M (C), AM (RC)",AM (R),22,"1,730",84%,-,0.11,1.66,0.83,0.26,8%,0,10%,-1.27,0.88,0.78,0.33,0,1.3,69%,0.47,0,0,4.79,24%,1.14,0.52,11.76,17.12,13.63,1.92,13.0km,2.6,10.51,-,-,-,-
76042952,Jhon Lucumí,26,84 kg,187 cm,,-,COL,Serie A enilive,Bologna,"€1,932,000 p/a",30/6/2028,D (C),-,23,"2,048",92%,0.09,0.09,4.61,0.18,0.18,50%,0.04,33%,-0.13,0.09,0.04,0.05,0,1.67,84%,0.4,0.04,0.53,5.98,69%,4.13,0.57,16.61,3.03,5.62,0.22,11.2km,1.32,3.82,-,-,-,-
18089862,Selim Amallah,28,82 kg,186 cm,,-,MAR,LaLiga EA SPORTS,Valladolid,"€1,528,000 p/a",30/6/2027,"DM, M/AM (RC)","DM, AM (R)",19,"1,638",87%,0.22,0.19,2.42,0.99,0.16,10%,0.05,10%,-0.89,0.16,0.16,0.1,0,2.58,90%,0.38,0,0.05,2.31,24%,0.55,0.44,11.26,15.27,11.48,1.54,12.5km,3.57,10.99,-,-,-,-
13194021,Cheick Doucouré,24,73 kg,180 cm,,-,MLI,English Premier League,Crystal Palace,"€4,245,000 p/a",30/6/2028,"DM, M (C)",-,16,"1,282",92%,0.14,0.2,4.49,1.4,0.07,25%,0.07,-,-0.27,0.07,0.21,0.02,0,2.74,83%,0.56,0.07,0.21,4.42,52%,2.32,-,11.79,7.23,11.37,0.98,13.2km,3.09,10.46,-,-,-,-
70110530,Ozan Kabak,24,86 kg,187 cm,,-,TUR,Bundesliga,TSG Hoffenheim,"€3,585,000 p/a",30/6/2027,D (C),-,20,"1,698",92%,-,0.01,4.45,0.21,-,0%,0,-,-0.3,0,0,0.02,0,1.27,69%,0.74,0.21,0.58,6.78,83%,5.62,0.85,14.05,2.81,5.19,0.32,11.4km,1.17,3.76,-,-,-,-
91158071,Ermedin Demirović,26,84 kg,185 cm,,-,BIH,Bundesliga,VfB Stuttgart,"€1,396,000 p/a",30/6/2027,"AM (L), ST (C)",-,16,"1,290",80%,0.14,0.2,3,1.47,0.07,13%,0.28,15%,0.02,0.84,0.98,0.35,0,2.72,81%,0.91,0,0,5.37,38%,2.02,0.42,4.05,21.28,16.19,2.3,13.0km,3.63,11.93,-,-,-,-
91178612,Chris Führich,26,70 kg,181 cm,,-,GER,Bundesliga,VfB Stuttgart,"€2,493,000 p/a",30/6/2027,AM (RL),-,21,"1,528",84%,0.12,0.14,2.59,1.35,0.65,18%,0.59,11%,0.81,0.53,0.71,0.13,0,1.41,65%,1.18,0,0,4.18,24%,1,0.18,3.95,19.26,14.08,3.83,12.3km,2.83,13.08,-,-,-,-
91194540,Anton Stach,26,86 kg,193 cm,,-,GER,Bundesliga,TSG Hoffenheim,"€1,994,000 p/a",30/6/2026,"DM, M (C)",-,22,"1,893",90%,0.14,0.08,4.9,1.05,0.29,14%,0.1,-,-0.82,0.05,0.19,0.04,0,2.19,70%,1.14,0.19,0.29,4.04,65%,2.61,0.48,11.93,6.13,13.31,0.62,13.3km,3,10.08,-,-,-,-
48037362,Moussa Niakhaté,28,82 kg,190 cm,,-,SEN,Ligue 1 McDonald's,Lyon,"€3,942,000 p/a",30/6/2027,D (C),-,19,"1,749",94%,0.05,0.03,3.96,0.21,0.15,0%,0,11%,0.32,0.1,0.15,0.03,0,1.23,77%,1.13,0.36,0.51,7.1,76%,5.4,0.77,16.31,3.29,4.58,0.15,11.4km,0.87,2.83,-,-,-,-
67243881,Javi Galán,30,69 kg,172 cm,,-,ESP,LaLiga EA SPORTS,Atlético Madrid,"€1,496,000 p/a",30/6/2024,D/WB (L),-,27,"2,182",88%,0.04,0.05,4.66,1.98,0.08,12%,0.66,-,-0.39,0.04,0.04,0.02,0,3.88,85%,0.87,0.08,0.21,2.72,27%,0.74,0.41,11.01,16.99,18.27,2.23,13.8km,3.59,12.04,-,-,-,-
28115831,James Garner,23,77 kg,182 cm,,-,ENG,English Premier League,Everton,"€2,729,000 p/a",30/6/2025,"DM, M (C)",DM,20,"1,687",90%,0.21,0.14,5.23,1.39,0.32,15%,0.11,-,-0.53,0.27,0.37,0.03,0,1.87,71%,0.75,0.05,0.27,3.36,35%,1.17,0.32,10.51,7.42,11.15,0.32,13.1km,2.35,9.66,-,-,-,-
37039829,Kenny Tete,29,71 kg,180 cm,,-,NED,English Premier League,Fulham,"€3,695,000 p/a",30/6/2027,D/WB (R),-,21,"1,774",90%,-,0.06,5.38,1.07,0.1,10%,0.25,11%,0.45,0.1,0.25,0.03,0,3.3,82%,0.86,0.05,0.56,4.77,66%,3.15,0.51,12.84,13.55,15.07,0.71,12.9km,3.45,9.44,-,-,-,-
67010455,Iago Aspas,37,67 kg,176 cm,,-,ESP,LaLiga EA SPORTS,Vigo,"€2,593,000 p/a",30/6/2024,"AM (RC), ST (C)",-,19,"1,325",85%,0.07,0.16,2.38,1.7,0.34,22%,0.82,8%,-0.2,0.41,0.41,0.15,0,2.65,89%,0.68,0,0.07,4.89,38%,1.83,0.2,3.53,27.71,13.86,2.38,12.9km,3.46,13.79,-,-,-,-
98030084,Edimilson Fernandes,28,77 kg,187 cm,,-,SUI,Ligue 1 McDonald's,Brest,"€1,795,000 p/a",30/6/2025,"D (C), DM, M (C)",-,22,"1,613",92%,0.22,0.11,4.8,0.89,0.06,15%,0.06,-,-1.1,0.06,0.17,0.06,0,1.84,79%,0.67,0.22,0.45,4.91,66%,3.24,0.28,13.06,9.21,10.21,0.89,12.9km,2.06,7.64,-,-,-,-
14080605,Marcos Senesi,27,80 kg,184 cm,,-,ARG,English Premier League,Bournemouth,"€3,080,000 p/a",30/6/2028,D (C),-,19,"1,557",91%,0.12,0.07,3.7,0.29,0.06,0%,0,-,-0.31,0.06,0.06,0.02,0,1.33,79%,1.21,0.23,1.21,6.42,72%,4.62,0.52,11.79,3.93,4.74,0.17,11.2km,0.87,2.83,-,-,-,-
91139869,Salih Özcan,26,74 kg,182 cm,,-,TUR,Bundesliga,Borussia Dortmund,"€4,488,000 p/a",30/6/2025,"DM, M (C)",-,16,"1,320",92%,0.14,0.11,4.7,0.82,0.41,40%,0.07,-,-0.03,0.14,0.14,0,0,1.91,68%,0.89,0.14,0,3.48,49%,1.7,0.48,14.25,5.86,12.07,0.89,13.1km,2.59,10.23,-,-,-,-
51067636,Johan Felipe Vásquez,26,78 kg,184 cm,,-,MEX,Serie A enilive,Genoa,"€580,000 p/a",30/6/2026,D (C),-,21,"1,890",90%,-,0.02,3.57,0.19,0.05,0%,0,-,-1.23,0.1,0.1,0.06,0,1.14,77%,1.43,0.19,0.19,5.71,70%,4,0.67,16.76,3,5.71,0.05,11.6km,0.9,2.95,-,-,-,-
91124151,Marius Wolf,29,81 kg,188 cm,,-,GER,Bundesliga,Augsburg,"€1,941,000 p/a",30/6/2026,D/WB (R),-,14,"1,188",88%,0.08,0.11,6.97,1.52,0.38,8%,0.15,10%,0.3,0.08,0.3,0.05,0,3.03,70%,1.44,0.23,0.23,3.03,65%,1.97,0.53,11.52,12.8,14.62,1.36,12.8km,3.56,10.76,-,-,-,-
43090278,Pierluigi Gollini,29,94 kg,194 cm,,-,ITA,Serie A enilive,Roma,"€1,827,000 p/a",30/6/2027,GK,-,22,"1,892",74%,-,0,0.05,0.05,-,-,-,-,0,-,-,0,0,-,-,6.23,0,0,-,-,-,-,3.14,8.85,0,-,6.4km,0,0,9,36,17,0.09
53122155,Leo Østigård,25,80 kg,184 cm,,-,NOR,Bundesliga,TSG Hoffenheim,"€1,540,000 p/a",30/6/2026,D (C),-,23,"2,130",90%,0.04,0.01,4.69,0.08,0.04,0%,0,-,-1.08,0.13,0.08,0.05,0,1.48,83%,0.85,0.34,0.55,5.58,76%,4.23,0.34,13.52,3.46,5.62,0.21,11.7km,1.31,3.21,-,-,-,-
55041710,Gonçalo Guedes,28,72 kg,179 cm,,-,POR,English Premier League,Wolves,"€6,423,000 p/a",30/6/2026,"M (RL), AM (RLC), ST (C)","M (RL), AM (C), ST (C)",21,"1,380",88%,-,0.13,2.15,0.98,0.26,17%,0.52,13%,0.11,0.72,0.72,0.25,0,1.5,77%,0.46,0,0,5.09,46%,2.35,0.2,4.17,18.26,14.54,3.46,13.0km,2.93,12.78,-,-,-,-
85057004,Jérôme Roussillon,31,80 kg,172 cm,,-,GLP,Bundesliga,Union Berlin,"€1,097,000 p/a",30/6/2024,D/WB (L),-,14,"1,121",88%,0.08,0.05,7.23,1.2,0.16,14%,0.24,-,-0.65,0,0.08,0.05,0,2.89,90%,1.85,0.48,0.08,2.81,69%,1.93,0.96,10.6,13.89,15.58,2.17,12.9km,2.09,8.99,-,-,-,-
91108805,Robert Andrich,30,85 kg,186 cm,,-,GER,Bundesliga,Leverkusen,"€3,490,000 p/a",30/6/2027,"D (C), DM, M (C)",D (C),14,"1,261",89%,0.14,0.07,4.5,1.21,0.29,17%,0.07,17%,-0.07,0.21,0.07,0.08,0,2.14,88%,0.64,0.14,0.36,4,61%,2.43,0.29,10.85,6.71,12.7,0.36,13.5km,2.5,9.64,-,-,-,-
58090284,Daler Kuzyaev,31,74 kg,182 cm,,-,RUS,Ligue 1 McDonald's,Havre AC,"€351,000 p/a",30/6/2024,"DM, M (C)",DM,17,"1,175",85%,-,0.16,2.99,1.53,0.15,15%,0.46,10%,-0.43,0.23,0.08,0.11,0,2.22,83%,0.69,0.15,0,2.91,26%,0.77,0.38,12.64,11.18,11.26,0.84,12.4km,2.91,11.18,-,-,-,-
92016244,Mitchell Weiser,30,70 kg,177 cm,,-,GER,Bundesliga,SV Werder,"€1,509,000 p/a",30/6/2025,D/WB (R),-,16,"1,374",84%,0.13,0.06,4.06,1.51,0.13,13%,0.66,-,-0.03,0,0,0,0,3.6,89%,1.11,0.13,0,2.62,28%,0.72,0.59,10.87,16.24,16.51,3.73,12.7km,3.67,11.59,-,-,-,-
28109888,Angel Gomes,24,58 kg,168 cm,,-,ENG,Ligue 1 McDonald's,Lille,"€2,280,000 p/a",30/6/2027,"M (C), AM (RLC)",AM (RL),25,"1,822",88%,0.25,0.22,4,1.73,0.2,19%,0.15,10%,0.35,0.44,0.3,0.13,0,1.83,80%,0.4,0,0,2.37,25%,0.59,0.25,13.24,11.21,10.87,2.17,12.3km,3.16,10.52,-,-,-,-
98041215,Rubén Vargas,26,70 kg,177 cm,,-,SUI,LaLiga EA SPORTS,Sevilla,"€1,346,000 p/a",30/6/2024,AM (RL),-,20,"1,537",84%,0.06,0.08,2.81,1.11,0.29,26%,0.59,9%,-0.28,0.76,0.47,0.19,0,2.46,84%,0.64,0.06,0.06,3.22,31%,1,0.35,4.86,19.09,14.87,3.16,13.1km,3.1,11.71,-,-,-,-
34008670,Rémy Cabella,34,65 kg,172 cm,,-,FRA,Ligue 1 McDonald's,Lille,"€529,000 p/a",30/6/2024,"M (C), AM (LC)","M (C), AM (L)",15,"1,211",89%,0.07,0.19,2.82,1.11,0.37,15%,0.3,11%,0.48,0.67,0.89,0.19,0,2.23,81%,0.82,0.07,0,4.31,29%,1.26,0.59,6.17,16.42,14.34,2.97,12.4km,2.97,11.74,-,-,-,-
16130398,Philipp Lienhart,28,83 kg,189 cm,,-,AUT,Bundesliga,SC Freiburg,"€2,543,000 p/a",30/6/2026,D (C),-,16,"1,401",94%,-,0.01,4.75,0.39,0.32,0%,0,-,-1.04,0.06,0.13,0.07,0,1.16,69%,1.03,0.45,0.64,6.75,73%,4.95,0.39,15.16,2.96,5.33,0.19,11.7km,1.41,2.96,-,-,-,-
85050636,Alassane Pléa,31,79 kg,181 cm,,-,FRA,Bundesliga,Gladbach,"€3,490,000 p/a",30/6/2024,"AM (LC), ST (C)",AM (C),16,"1,096",87%,0.16,0.24,2.38,1.31,0.41,0%,0,13%,0.05,0.66,0.57,0.24,0,1.15,74%,0.74,0,0,3.94,25%,0.99,0.25,10.68,15.93,12.24,1.07,13.4km,1.72,9.94,-,-,-,-
90000708,Craig Dawson,34,83 kg,188 cm,,-,ENG,English Premier League,Wolves,"€3,942,000 p/a",30/6/2024,D (C),-,17,"1,443",91%,-,0.01,5.18,0.19,-,0%,0,20%,0.76,0.12,0.06,0.01,0,1.87,94%,1,0.19,0.75,6.36,73%,4.62,0.44,10.91,4.3,5.11,0.44,11.3km,1.31,3.43,-,-,-,-
72051619,Joe Scally,22,80 kg,184 cm,,-,USA,Bundesliga,Gladbach,"€1,496,000 p/a",30/6/2026,D/WB (R),-,18,"1,574",92%,0.11,0.06,6.92,0.74,0.06,25%,0.57,-,-0.23,0,0.11,0.01,0,3.09,83%,0.91,0.06,0.57,4.69,61%,2.86,0.23,11.04,12.06,15.5,1.2,13.6km,2.29,9.61,-,-,-,-
85117459,Maxwel Cornet,28,69 kg,179 cm,,-,CIV,Serie A enilive,Genoa,"€3,942,000 p/a",30/6/2026,M/AM (L),-,21,"1,594",79%,0.06,0.09,1.64,0.96,0.06,18%,0.56,13%,0.05,0.45,0.51,0.17,0,2.26,75%,0.56,0,0.11,5.59,46%,2.6,0.4,4.35,19.93,15.19,1.69,12.9km,3.05,12.7,-,-,-,-
43257364,Dany Mota,26,76 kg,180 cm,,-,LUX,Serie A enilive,Monza,"€1,347,000 p/a",30/6/2027,"AM (RLC), ST (C)",AM (C),18,"1,459",88%,0.19,0.04,1.05,0.93,0.12,15%,0.12,17%,4.49,1.3,1.11,0.28,0,0.93,63%,0.37,0,0.12,7.28,38%,2.78,-,2.22,15.79,5.68,1.17,11.4km,1.79,7.09,-,-,-,-
