UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Shots Outside Box/90,NP-xG/90,Gl Mst,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90
43461908,Adam Obert,22,80 kg,186 cm,,-,SVK,Serie A enilive,Cagliari,"€390,000 p/a",30/6/2026,D (LC),D (L),10,"1,018",91%,-,0.03,3.62,0.18,-,0%,0,-,-0.31,0,0,0.03,0,1.33,60%,1.15,0.35,1.06,8.4,72%,6.01,0.44,14.41,3.98,4.95,0.18,11.0km,1.41,4.42,-,-,-,-
43424754,Matteo Cancellieri,22,79 kg,180 cm,,-,ITA,Serie A enilive,Parma,"€1,850,000 p/a",30/6/2024,"M (R), AM (RC), ST (C)","AM (C), ST (C)",19,"1,438",86%,0.19,0.13,1.82,0.94,0.19,19%,0.31,17%,-0.66,0.44,0.25,0.23,0,1.63,81%,0.44,0.06,0,4.44,21%,0.94,0.13,6.51,19.15,13.27,1.25,14.0km,2.69,10.95,-,-,-,-
91146693,Patrick Erras,29,85 kg,196 cm,,-,GER,Bundesliga,Kiel,"€399,000 p/a",30/6/2025,"D (C), DM",-,16,"1,216",93%,0.07,0.1,4,0.52,0.15,50%,0.07,-,-0.41,0.07,0.15,0.03,0,1.48,74%,1.26,0.15,0.89,6.44,70%,4.51,0.96,11.84,5.55,7.11,0.22,11.4km,1.85,5.48,-,-,-,-
67185037,Pedro Chirivella,27,66 kg,178 cm,,-,ESP,Ligue 1 McDonald's,FC Nantes,"€364,000 p/a",30/6/2025,"DM, M (C)",-,14,"1,082",89%,-,0.15,4.82,1.08,0.17,0%,0,-,-1.21,0.17,0.33,0.1,0,2.41,78%,1,0.08,0.17,3.33,40%,1.33,0.5,11.65,7.65,11.15,1.08,13.0km,3.49,8.9,-,-,-,-
85051366,Kenny Lala,33,78 kg,178 cm,,-,FRA,Ligue 1 McDonald's,Brest,"€315,000 p/a",30/6/2024,D/WB (R),-,20,"1,688",86%,-,0.07,4.91,0.43,0.11,16%,0.32,-,-0.6,0.11,0.05,0.03,0,2.61,79%,1.39,0.16,0.21,5.92,54%,3.2,0.69,11.36,15.73,16.9,1.87,12.1km,2.45,8.1,-,-,-,-
2000094715,Guillaume Restes,19,82 kg,187 cm,,-,FRA,Ligue 1 McDonald's,Toulouse FC,"€326,000 p/a",30/6/2027,GK,-,17,"1,530",73%,-,0,0,0.06,-,-,-,-,0,-,-,0,2,0.06,33%,6.88,0,0,-,-,-,-,3,8.47,0,-,5.2km,0,0,12,35,13,-0.12
2000017415,Alessandro Circati,21,84 kg,190 cm,,-,AUS,Serie A enilive,Parma,"€105,000 p/a",30/6/2026,D (C),-,17,"1,611",88%,0.06,0.02,4.41,0.5,-,0%,0,-,-0.61,0,0.17,0.03,0,1.28,64%,1.17,0.5,0.39,7.82,62%,4.86,0.5,12.68,3.52,5.92,0.22,11.8km,1.45,3.69,-,-,-,-
43425834,Matteo Ruggeri,22,79 kg,179 cm,,-,ITA,Serie A enilive,Atalanta,"€170,000 p/a",30/6/2027,D/WB (L),-,24,"2,009",88%,0.13,0.07,3.54,1.08,0.04,12%,0.76,-,-0.42,0.04,0,0.02,0,2.87,80%,0.99,0.04,0.18,4.21,41%,1.75,0.58,10.08,14.78,16.44,1.84,12.6km,3.05,13.04,-,-,-,-
13186668,Kiki Kouyaté,27,78 kg,193 cm,,-,MLI,Ligue 1 McDonald's,Montpellier,"€718,000 p/a",30/6/2025,D (C),-,17,"1,530",89%,-,0.04,3.18,0.29,0.06,-,0,-,-0.16,0,0.12,0.01,0,0.88,75%,1.47,0.18,0.76,7.41,74%,5.47,0.65,12.82,3.59,5.53,0.12,11.5km,0.82,2.71,-,-,-,-
29036830,Sam Morsy,33,79 kg,176 cm,,-,EGY,English Premier League,Ipswich,"€910,000 p/a",30/6/2025,"DM, M (C)",-,14,"1,034",87%,0.09,0.08,3.31,0.7,0.26,0%,0,20%,0.54,0.17,0.09,0.04,0,1.91,81%,0.87,0,0,2.44,57%,1.39,0.44,9.92,5.92,12.19,0.7,12.9km,2.09,10.44,-,-,-,-
85122308,Yunis Abdelhamid,37,82 kg,190 cm,,-,MAR,Ligue 1 McDonald's,ASSE,"€957,000 p/a",30/6/2024,D (C),-,15,"1,274",93%,-,0.03,5.09,0.07,-,-,0,-,-0.99,0.14,0,0.07,0,0.78,73%,0.99,0.07,0.57,6.5,77%,5.02,0.99,12.29,3.18,6.36,0.07,11.8km,0.49,2.83,-,-,-,-
85133818,Gautier Larsonneur,27,70 kg,181 cm,,-,FRA,Ligue 1 McDonald's,ASSE,"€495,000 p/a",30/6/2027,GK,-,17,"1,530",69%,-,0,0,0.06,-,-,-,-,0,-,-,0,0,-,-,6.88,0,0,-,-,-,-,2.65,8.65,0,-,5.6km,0,0,12,26,10,0.15
67184883,Anuar,29,63 kg,172 cm,,-,ESP,LaLiga EA SPORTS,Valladolid,"€416,000 p/a",30/6/2024,"DM, M (C)",-,16,"1,339",87%,-,0.08,2.96,0.81,0.2,17%,0.07,-,-0.58,0.13,0.2,0.04,0,2.55,79%,0.67,0.07,0.07,4.1,23%,0.94,0.34,7.73,24.53,10.55,0.74,12.3km,3.23,10.62,-,-,-,-
48043489,Himad Abdelli,25,81 kg,185 cm,,-,ALG,Ligue 1 McDonald's,Angers SCO,"€237,000 p/a",30/6/2025,M/AM (C),-,16,"1,303",90%,0.14,0.14,3.66,1.86,0.28,26%,0.28,10%,-0.72,0.28,0.14,0.12,0,1.73,71%,0.97,0.14,0.14,3.94,54%,2.14,0.41,11.47,14.99,10.78,1.45,12.5km,2.69,10.98,-,-,-,-
43252473,Enrico Delprato,25,67 kg,183 cm,,-,ITA,Serie A enilive,Parma,"€1,093,000 p/a",30/6/2027,"D (RC), WB (R)",WB (R),21,"1,802",92%,0.05,0.11,6.49,0.9,0.25,18%,0.2,17%,0.4,0.1,0.15,0.03,0,2.3,78%,1.1,0.3,0.35,5.29,72%,3.8,0.7,10.34,11.14,11.49,0.8,11.9km,2,7.74,-,-,-,-
43296764,Hans Nicolussi Caviglia,24,71 kg,181 cm,,-,ITA,Serie A enilive,Venezia,"€370,000 p/a",30/6/2025,"DM, M (C)",-,19,"1,599",87%,0.11,0.07,3.66,1.13,0.28,6%,0.06,13%,0.3,0.17,0.11,0.04,0,2.14,75%,0.68,0.06,0.23,4.5,15%,0.68,0.28,10.92,16.49,12.1,1.07,12.7km,2.87,11.82,-,-,-,-
92019117,Markus Kolke,34,90 kg,187 cm,,-,GER,Bundesliga,SV Werder,"€349,000 p/a",30/6/2024,GK,-,12,"1,080",64%,-,0,0,0,-,-,-,-,0,-,-,0,0,0.08,50%,7.33,0,0,-,-,-,-,2.42,9.42,0,-,5.2km,0,0,6,35,6,0.09
92072588,Marco Komenda,28,82 kg,182 cm,,-,GER,Bundesliga,Kiel,"€319,000 p/a",30/6/2025,D (LC),D (L),15,"1,332",92%,0.07,0.02,4.8,0.27,0.07,25%,0.07,-,-0.21,0.07,0.07,0.01,0,0.88,62%,1.22,0.2,1.01,7.36,71%,5.2,0.41,12.64,4.26,4.8,0.14,11.0km,1.22,3.04,-,-,-,-
98034038,Vincent Sierro,29,79 kg,184 cm,,-,SUI,Ligue 1 McDonald's,Toulouse FC,"€271,000 p/a",30/6/2025,"DM, M (C)",-,16,"1,137",89%,0.08,0.19,4.27,0.95,0.08,22%,0.16,-,-0.64,0.16,0.24,0.05,0,2.61,89%,1.03,0,0.24,2.93,62%,1.82,0.32,9.74,12.03,11.4,0.79,12.5km,3.09,10.77,-,-,-,-
85125565,Issiaga Sylla,31,75 kg,180 cm,,-,GUI,Ligue 1 McDonald's,Montpellier,"€780,000 p/a",30/6/2024,D/WB (L),WB (L),17,"1,306",90%,-,0.02,6.68,0.9,0.07,11%,0.21,-,-0.17,0.07,0,0.01,0,2.34,74%,1.31,0,0.55,5.72,64%,3.65,0.69,9.92,14.61,16.61,1.17,12.6km,2.14,8.48,-,-,-,-
27100972,Rasmus Nicolaisen,27,81 kg,191 cm,,Damaged knee cartilage,DEN,Ligue 1 McDonald's,Toulouse FC,"€326,000 p/a",30/6/2025,D (C),-,16,"1,376",92%,0.07,0.07,3.14,0.07,-,-,0,-,-0.75,0.13,0.07,0.05,1,1.18,82%,1.37,0.2,1.7,7.39,74%,5.49,0.46,11.97,3.6,5.36,0.13,11.5km,1.05,3.4,-,-,-,-
29175587,Leif Davis,25,67 kg,178 cm,,-,ENG,English Premier League,Ipswich,"€2,054,000 p/a",30/6/2027,D/WB (L),-,20,"1,769",85%,0.15,0.07,5.55,0.66,0.15,16%,0.1,-,-0.37,0,0.1,0.02,0,2.85,92%,1.42,0.15,0.31,3.97,51%,2.04,0.56,12.57,14.3,17.7,2.65,13.0km,2.14,10.12,-,-,-,-
49038967,Bafodé Diakité,23,74 kg,185 cm,,-,FRA,Ligue 1 McDonald's,Lille,"€468,000 p/a",30/6/2027,D (RC),D (R),23,"2,122",92%,-,0.02,4.5,0.08,0.08,0%,0,6%,-1.39,0.08,0.17,0.1,0,1.23,81%,0.98,0.21,0.59,5.47,65%,3.56,0.38,15.14,4.2,6.79,0.17,11.9km,1.23,3.31,-,-,-,-
91151088,Timon Weiner,25,85 kg,189 cm,,-,GER,Bundesliga,Kiel,"€324,000 p/a",30/6/2026,GK,-,18,"1,572",67%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,7.33,0,0,-,-,-,-,2.4,10.48,0,-,5.7km,0,0,6,33,13,0.02
48036653,Romain Del Castillo,28,65 kg,172 cm,,-,FRA,Ligue 1 McDonald's,Brest,"€370,000 p/a",30/6/2026,AM (RL),-,15,"1,025",87%,-,0.22,2.55,1.32,0.09,21%,0.7,10%,-1.57,0.88,0.61,0.24,0,3.07,83%,0.53,0,0.09,4.13,19%,0.79,0.35,4.13,16.77,15.1,2.37,13.0km,3.78,12.73,-,-,-,-
19172374,Jubal,31,82 kg,190 cm,,-,BRA,Ligue 1 McDonald's,AJ Auxerre,"€118,000 p/a",30/6/2025,D (C),-,13,"1,120",90%,-,0,4.26,0.48,-,0%,0,-,-0.14,0.08,0.08,0.01,0,1.45,86%,1.85,0.56,0.72,6.75,70%,4.74,0.56,11.57,5.22,4.42,0.08,10.9km,1.53,3.38,-,-,-,-
48037272,Fabien Centonze,28,75 kg,182 cm,,-,FRA,Ligue 1 McDonald's,FC Nantes,"€936,000 p/a",30/6/2024,D/WB/M (R),WB/M (R),16,"1,251",84%,0.07,0.13,4.39,1.29,0.43,17%,0.94,-,-0.38,0.07,0.22,0.03,0,2.88,83%,1.87,0.22,0.22,4.17,53%,2.23,1.01,13.45,17.63,16.62,2.09,13.2km,2.95,12.23,-,-,-,-
85098947,Pierrick Capelle,37,72 kg,181 cm,,-,FRA,Ligue 1 McDonald's,Angers SCO,"€478,000 p/a",30/6/2024,M (LC),-,15,"1,157",85%,0.08,0.25,3.66,1.17,0.54,14%,0.62,-,-2.2,0,0,0.17,0,2.64,83%,0.86,0.16,0,5.52,25%,1.4,0.23,4.43,15.79,18.9,1.48,12.7km,3.19,11.2,-,-,-,-
43252476,Andrea Colpani,25,78 kg,185 cm,,-,ITA,Serie A enilive,Fiorentina,"€830,000 p/a",30/6/2027,M/AM (C),-,20,"1,638",85%,0.16,0.19,2.64,1.7,0.05,22%,0.11,14%,1.03,1.1,0.93,0.27,0,1.65,86%,0.6,0,0,2.86,48%,1.37,0.33,12.31,20.6,14.51,1.98,13.6km,2.47,11.26,-,-,-,-
91175827,Lars Ritzka,26,78 kg,185 cm,,-,GER,Bundesliga,St. Pauli,"€399,000 p/a",30/6/2025,"D (LC), WB (L)",D (C),18,"1,488",85%,-,0.08,5.75,0.91,0.36,13%,0.12,-,-0.24,0.06,0.06,0.01,0,3.02,89%,1.09,0.24,0.18,4.9,70%,3.45,1.15,11.43,13.43,15.73,0.79,12.6km,2.36,8.77,-,-,-,-
43391659,Elia Caprile,23,74 kg,191 cm,,-,ITA,Serie A enilive,Cagliari,"€640,000 p/a",30/6/2024,GK,-,22,"1,980",77%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,6.14,0,0,-,-,-,-,3.27,10.23,0,-,6.1km,0,0,14,55,20,-0.01
49038255,Cheikh Niasse,24,73 kg,188 cm,,-,SEN,Serie A enilive,Hellas Verona,"€529,000 p/a",30/6/2025,"DM, M (C)",M (C),19,"1,590",89%,-,0.08,3.51,0.57,-,0%,0,-,-0.16,0,0.11,0.01,0,2.15,78%,0.74,0,0.23,4.36,53%,2.32,0.45,9.96,8.09,12.28,0.74,13.2km,2.77,10.87,-,-,-,-
83149225,Fali Candé,26,82 kg,184 cm,,-,GNB,Serie A enilive,Venezia,"€262,000 p/a",30/6/2025,"D (LC), WB (L)",WB (L),18,"1,610",92%,0.11,0.05,4.42,0.45,0.11,9%,0,-,-0.24,0.11,0.11,0.01,0,1.9,83%,1.79,0.39,0.56,6.04,57%,3.47,0.5,13.75,5.09,6.6,0.22,11.8km,1.9,4.14,-,-,-,-
85082409,Arthur Desmas,30,87 kg,196 cm,,-,FRA,Ligue 1 McDonald's,Havre AC,"€400,000 p/a",30/6/2027,GK,-,17,"1,530",72%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,6.12,0,0,-,-,-,-,2.94,9.06,0,-,5.1km,0,0,13,28,21,0.3
75037990,Gabriel Suazo,27,72 kg,178 cm,,-,CHI,Ligue 1 McDonald's,Toulouse FC,"€289,000 p/a",30/6/2025,D (L),-,16,"1,421",83%,0.06,0.08,6.21,1.27,0.19,17%,0.51,-,-0.08,0,0,0.01,0,2.98,82%,1.33,0.19,0.32,5.19,57%,2.98,0.57,9.75,14.69,15.9,1.2,13.1km,2.53,9.82,-,-,-,-
85048646,Cédric Hountondji,30,85 kg,195 cm,,-,BEN,Ligue 1 McDonald's,Angers SCO,"€153,000 p/a",30/6/2025,D (C),-,15,"1,350",94%,-,0.02,3.2,0.13,-,0%,0,-,-0.49,0.07,0,0.03,0,0.93,74%,1.4,0.13,1,7.6,81%,6.13,0.67,12.33,3.47,4.47,0.07,10.6km,1.07,3.67,-,-,-,-
2000114473,Arijon Ibrahimović,19,75 kg,176 cm,,-,GER,Serie A enilive,Lazio,"€1,496,000 p/a",30/6/2026,"M (C), AM (LC)",M (C),17,"1,502",86%,0.06,0.17,1.8,0.9,0.36,13%,0.18,10%,0.62,0.66,0.72,0.14,0,1.92,89%,0.66,0.06,0,4.97,31%,1.56,0.36,7.31,20.43,11.92,1.86,12.8km,2.7,9.65,-,-,-,-
19256906,Jaílson,29,75 kg,187 cm,,-,BRA,LaLiga EA SPORTS,Vigo,"€257,000 p/a",30/6/2024,"DM, M (C)",M (C),21,"1,839",92%,-,0.06,4.16,0.49,0.1,17%,0.05,-,-0.56,0.1,0.15,0.03,0,1.71,73%,0.93,0.29,0.69,6.17,61%,3.77,0.44,10.18,7.59,6.02,0.34,11.2km,1.81,6.17,-,-,-,-
85049252,Donovan Léon,32,94 kg,187 cm,,-,GUF,Ligue 1 McDonald's,AJ Auxerre,"€232,000 p/a",30/6/2027,GK,-,16,"1,372",57%,-,0,0,0.07,-,-,-,-,0,-,-,0,1,0.07,100%,7.48,0,0,-,-,-,-,2.89,12.46,0,-,5.7km,0,0,11,26,20,0
14241918,Nicolás Valentini,23,79 kg,184 cm,,-,ARG,Serie A enilive,Hellas Verona,"€515,000 p/a",30/6/2024,D (C),-,18,"1,581",92%,-,0.01,3.7,0.34,0.06,100%,0.34,-,-0.15,0,0.06,0.01,0,0.8,56%,1.31,0.23,0.91,7.23,79%,5.69,0.51,12.35,4.44,5.69,0.28,11.2km,0.97,3.19,-,-,-,-
2000025485,Habib Diarra,20,74 kg,180 cm,,-,FRA,Ligue 1 McDonald's,Strasbourg,"€135,000 p/a",30/6/2027,"DM, M (C)",DM,13,"1,121",88%,0.08,0.12,3.93,0.72,0.16,0%,0,-,-0.55,0,0,0.04,0,2.41,86%,0.32,0.16,0,3.45,53%,1.85,0.08,8.43,8.43,11,0.96,12.0km,3.13,9.47,-,-,-,-
2000021407,Samuele Vignato,20,63 kg,172 cm,,-,ITA,Serie A enilive,Monza,"€834,000 p/a",30/6/2027,AM (LC),AM (L),17,"1,358",84%,0.13,0.11,2.19,1.46,0.07,0%,0,20%,1.75,0.66,0.4,0.08,0,1.99,86%,0.99,0,0,4.84,22%,1.06,0.2,8.75,20.15,10.94,1.26,12.6km,2.58,9.08,-,-,-,-
29156431,Luke Woolfenden,26,80 kg,191 cm,,-,ENG,English Premier League,Ipswich,"€606,000 p/a",30/6/2025,D (C),-,20,"1,773",93%,0.05,0.03,3.55,0.15,0.1,0%,0,10%,-0.22,0.2,0,0.06,0,1.27,93%,0.56,0.25,0.76,5.63,71%,4.01,0.41,13.81,3.3,5.84,0.36,12.0km,0.76,3.25,-,-,-,-
85095988,Gautier Lloris,29,87 kg,192 cm,,-,FRA,Ligue 1 McDonald's,Havre AC,"€467,000 p/a",30/6/2026,D (C),-,17,"1,377",91%,-,0.02,4.44,0.52,0.07,0%,0,-,-0.21,0.07,0.13,0.01,0,1.31,80%,1.7,0.39,1.18,7.65,85%,6.47,0.65,13.99,3.4,4.9,0.07,11.2km,1.44,3.27,-,-,-,-
49061476,Yoan Bonny,21,78 kg,189 cm,,-,FRA,Serie A enilive,Parma,"€238,000 p/a",30/6/2026,ST (C),-,21,"1,881",86%,-,0.01,1.1,0.81,-,0%,0,8%,-2.08,1,0.91,0.34,0,1.24,72%,0.48,0,0.19,10.86,36%,3.88,0.05,1.53,19,7.22,0.72,11.5km,1.58,7.32,-,-,-,-
43500463,Alessandro Marcandalli,22,81 kg,190 cm,,-,ITA,Serie A enilive,Venezia,"€137,000 p/a",30/6/2025,D (C),-,15,"1,297",89%,-,0,4.16,0.62,-,50%,0.07,-,-0.64,0,0.07,0.04,0,1.53,76%,1.25,0.35,1.11,7.36,71%,5.2,0.62,12.14,4.3,4.86,0.28,11.5km,1.46,3.82,-,-,-,-
49062287,Arouna Sanganté,22,76 kg,189 cm,,-,SEN,Ligue 1 McDonald's,Havre AC,"€263,000 p/a",30/6/2025,D (C),-,15,"1,350",91%,-,0.02,3.47,0.2,0.13,20%,0.07,20%,-0.15,0.13,0,0.08,0,0.87,65%,1.13,0.33,0.93,7.73,58%,4.47,0.8,13.4,4.33,6.4,-,11.9km,0.93,2.73,-,-,-,-
43297394,Antonino Gallo,24,74 kg,183 cm,,-,ITA,Serie A enilive,Lecce,"€960,000 p/a",30/6/2025,D/WB (L),-,20,"1,758",85%,0.05,0.08,6.5,1.18,0.15,24%,0.46,-,0,-,0,0,0,2.61,82%,1.18,0.31,0.2,3.38,58%,1.95,1.02,10.55,16.43,13,2.25,12.4km,2.05,9.06,-,-,-,-
43300251,Antonio Candela,24,78 kg,185 cm,,-,ITA,LaLiga EA SPORTS,Valladolid,"€140,000 p/a",30/6/2026,D/WB (R),-,21,"1,890",90%,-,0.07,4.9,0.38,0.29,15%,0.43,-,-2.41,0.1,0.14,0.11,0,2.38,83%,0.9,0.05,0.14,3.86,42%,1.62,0.67,10,14.33,15.38,1.62,12.6km,2.14,8.1,-,-,-,-
48036655,Gaëtan Perrin,28,63 kg,169 cm,,-,FRA,Ligue 1 McDonald's,AJ Auxerre,"€180,000 p/a",30/6/2025,M/AM (RL),M (RL),13,"1,050",85%,0.09,0.27,2.14,1.29,0.26,10%,0.26,-,-2.42,0.51,0.26,0.21,0,2.74,84%,0.86,0.09,0,6.09,7%,0.43,0.34,3.77,20.74,14.23,2.74,11.7km,3.43,12,-,-,-,-
49038940,Lucas Da Cunha,23,66 kg,174 cm,,-,FRA,Serie A enilive,Como,"€1,091,000 p/a",30/6/2027,"M (C), AM (RLC)","M (C), AM (L)",18,"1,373",83%,-,0.12,1.7,0.79,0.13,8%,0.07,16%,1.76,0.33,0.66,0.08,0,1.38,78%,0.72,0,0,5.18,25%,1.31,0.2,7.08,22.29,11.8,1.64,13.2km,1.97,9.05,-,-,-,-
2000191507,Adam Aznou,18,68 kg,176 cm,,-,ESP,LaLiga EA SPORTS,Valladolid,"€249,000 p/a",30/6/2026,D/WB (L),-,15,"1,350",87%,0.07,0.04,5.73,0.73,0.13,10%,0.27,-,-0.06,0,0.07,0,0,2.33,92%,1.07,0.07,0.27,5.67,66%,3.73,0.53,6.87,23.6,13.8,2.07,12.4km,1.87,8.8,-,-,-,-
85144802,Antoine Makoumbou,26,62 kg,179 cm,,-,CGO,Serie A enilive,Cagliari,"€940,000 p/a",30/6/2025,"DM, M (C)",-,20,"1,642",90%,0.11,0.17,5.37,1.04,0.16,0%,0,-,-1.12,0.16,0.16,0.06,0,2.58,81%,0.77,0,0.38,3.67,19%,0.71,0.27,10.14,7.07,11.95,0.88,12.8km,3.12,9.54,-,-,-,-
49049339,Lassine Sinayoko,25,81 kg,186 cm,,-,MLI,Ligue 1 McDonald's,AJ Auxerre,"€108,000 p/a",30/6/2025,"AM (R), ST (C)",ST (C),16,"1,273",85%,-,0.23,2.33,1.27,0.42,10%,0.35,-,-1.92,0.57,0.85,0.14,0,2.26,91%,0.78,0,0.28,6.01,46%,2.76,0.14,2.62,23.75,13.64,1.7,12.2km,2.55,9.97,-,-,-,-
43619130,Franco Carboni,21,76 kg,183 cm,,-,ARG,Serie A enilive,Venezia,"€240,000 p/a",30/6/2024,D/WB/M/AM (L),AM (L),19,"1,669",85%,0.11,0.09,5.18,1.08,0.27,21%,0.65,-,-0.3,0.05,0.11,0.02,0,2.8,75%,1.13,0.05,0.59,5.01,71%,3.56,0.54,10.3,17.69,13.86,1.08,12.5km,2.59,9.49,-,-,-,-
48043638,Yehvann Diouf,25,74 kg,184 cm,,-,FRA,Ligue 1 McDonald's,Reims,"€207,000 p/a",30/6/2026,GK,-,16,"1,440",65%,-,0,0,0,-,-,-,-,0,-,-,0,0,-,-,7.69,0,0,-,-,-,-,3.69,11.06,0,-,5.5km,0,0,15,29,13,0.23
53149913,Warren Kamanzi,24,70 kg,177 cm,,-,NOR,Ligue 1 McDonald's,Toulouse FC,"€171,000 p/a",30/6/2025,D/WB (RL),D (L),17,"1,526",85%,-,0.05,4.01,1,0.12,13%,0.35,8%,-1.14,0.29,0.29,0.13,0,2.36,74%,1.77,0.12,0.35,4.19,68%,2.83,0.41,7.02,20.29,17.28,1.83,13.0km,2.06,7.25,-,-,-,-
43155683,Federico Baschirotto,28,77 kg,184 cm,,-,ITA,Serie A enilive,Lecce,"€560,000 p/a",30/6/2025,D (RC),D (R),20,"1,800",87%,0.05,0.07,4,0.5,0.15,0%,0,-,-0.55,0,0.05,0.03,0,1.65,80%,1.3,0.3,0.55,5.1,79%,4.05,0.55,13.85,4.4,6.15,0.25,11.1km,1.5,3.9,-,-,-,-
49053847,Lilian Raolisoa,24,75 kg,178 cm,,-,FRA,Ligue 1 McDonald's,Angers SCO,"€80,000 p/a",30/6/2025,D/WB (R),WB (R),14,"1,286",92%,-,0.12,5.67,0.7,0.28,10%,0.21,-,-0.81,0.07,0.21,0.06,0,3.15,79%,1.47,0.21,0.14,4.2,55%,2.31,0.98,11.27,17.01,17.08,1.33,13.5km,2.59,8.47,-,-,-,-
91190724,Max Geschwill,23,72 kg,182 cm,,-,GER,Bundesliga,Kiel,"€290,000 p/a",30/6/2027,D (C),-,18,"1,652",88%,0.05,0.03,3,0.38,0.11,0%,0,-,-0.32,0,0.11,0.02,0,1.04,79%,1.69,0.33,0.6,6.92,66%,4.58,0.71,11.93,3.27,5.18,0.11,11.2km,1.04,2.45,-,-,-,-
49053187,Yassine Kechta,22,58 kg,170 cm,,-,MAR,Ligue 1 McDonald's,Havre AC,"€245,000 p/a",30/6/2025,M/AM (C),-,17,"1,292",88%,0.14,0.22,3.27,1.18,0.49,29%,0.14,-,-2.18,0.28,0.07,0.15,0,1.6,56%,0.77,0,0.07,3.62,27%,0.98,0.49,13.17,12.75,12.19,1.25,12.5km,3.27,11.63,-,-,-,-
49048598,Josué Casimir,23,68 kg,178 cm,,-,GLP,Ligue 1 McDonald's,Havre AC,"€401,000 p/a",30/6/2027,"M (R), AM (RL)",AM (L),15,"1,206",87%,-,0.1,2.54,1.49,0.3,6%,0.22,8%,-0.58,0.75,0.3,0.19,0,2.99,80%,0.97,0,0,4.55,44%,2.01,0.37,4.48,20.75,15.45,2.31,12.4km,4.25,12.84,-,-,-,-
49039002,Aïmen Moueffek,23,72 kg,179 cm,,-,MAR,Ligue 1 McDonald's,ASSE,"€54,000 p/a",30/6/2028,DM,-,14,"1,074",90%,0.17,0.2,3.85,1.09,0.25,17%,0.08,-,-0.11,0,0.17,0.01,0,2.85,77%,1.01,0.17,0.08,3.1,49%,1.51,0.42,9.05,9.22,12.07,0.34,12.9km,3.35,9.05,-,-,-,-
43379760,Edoardo Corvi,23,70 kg,183 cm,,-,ITA,Serie A enilive,Parma,"€319,000 p/a",30/6/2027,GK,-,20,"1,830",73%,-,0,0,0.05,-,-,-,-,0,-,-,0,0,0,0%,6.3,0,0,-,-,-,-,2.7,12.2,0,-,6.2km,0,0,12,36,16,0.05
