UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
2000199193,Zenden Bell,22,68 kg,172 cm,,Tight thigh,RSA,DStv Premiership,Swallows,"€34,000 p/a",-,30/6/2027,DM,-,8,716,90%,-,0.02,2.77,0.75,-,0%,0,-,-0.09,0,-,0.25,0.01,0,0.17,2.51,83%,2.01,0.13,0.25,2.39,11%,0.25,0.38,5.41,4.15,10.31,0.38,12.9km,3.02,9.3,-,-,-,-,-,-,-
2002183080,Ntobeko Madonsela,24,85 kg,193 cm,,-,RSA,National First Division,Tshakhuma,"€22,000 p/a",€2K,30/6/2026,D (C),-,5,449,87%,-,0.06,3.01,0,0.2,-,0,-,-0.58,0,-,0,0.12,0,0.32,1.4,88%,1.6,0,2.41,10.22,63%,6.41,-,20.85,3.41,4.21,0.2,10.7km,1.6,3.41,-,-,-,-,-,-,-
2002147370,Xolani Moloi,18,68 kg,176 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€24,000 p/a",-,30/6/2026,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65043649,Anathi Ngwadla,24,86 kg,196 cm,,-,RSA,National First Division,Magesi FC,"€31,000 p/a",€1.8K,30/6/2026,"DM, M (C)",-,2,277,90%,-,0.05,4.55,0.32,0.32,0%,0,-,-0.07,0,-,0,0.02,0,0.15,1.3,67%,0.32,0,0.32,4.55,50%,2.27,-,5.52,15.27,8.12,1.3,12.4km,2.6,10.07,-,-,-,-,-,-,-
2002149830,Zaakir Mdluli,17,68 kg,182 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2028,M/AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151189,Siyabonga Gumede,17,74 kg,188 cm,,-,RSA,National First Division,Black Leopards,"€9,500 p/a",-,30/6/2026,AM (L),-,-,270,78%,-,0.06,3.67,2.33,-,19%,1,33%,0.2,0.33,0.33,0,0.27,0,0.17,2.33,100%,1,0,0,5.67,18%,1,0.33,3,12,13,1.67,12.1km,2.67,10.33,-,-,-,-,-,-,-
2002149319,Kelvin Ofori,18,74 kg,182 cm,,Sprained ankle ligaments,GHA,DStv Premiership,Cape Town Spurs,"€16,250 p/a",-,30/6/2026,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002085359,Pule Mahlangu,18,56 kg,165 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€1,500 p/a",-,30/6/2027,D (RL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091315,Liam Majozi,18,63 kg,177 cm,,-,RSA,National First Division,Hungry Lions,"€8,250 p/a",-,30/6/2026,AM (C),-,-,188,93%,-,0,2.39,0,-,0%,0,-,0,-,-,0,0,0,0,1.44,100%,0,0,0,8.14,24%,1.91,-,3.35,25.37,7.18,1.44,11.6km,1.44,7.18,-,-,-,-,-,-,-
2000289365,Michael Mofokeng,17,68 kg,179 cm,,-,RSA,DStv Premiership,Sundowns,"€29,000 p/a",-,30/6/2026,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000176288,Ben Modiba,17,67 kg,182 cm,,-,RSA,National First Division,Casric Stars,"€10,000 p/a",-,30/6/2026,AM (R),-,1,234,78%,-,0.15,1.54,0.77,-,20%,1.15,-,-0.47,0.38,-,0,0.18,0,0.4,1.15,75%,0.77,0,0,6.54,6%,0.38,0.38,0.77,22.69,9.62,2.69,10.8km,1.92,10.38,-,-,-,-,-,-,-
2002147214,Tsepo Ndlovu,17,72 kg,183 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€17,000 p/a",-,30/6/2027,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002093131,Bongumusa Khoza,18,60 kg,169 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€1,500 p/a",-,30/6/2027,D/WB (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149162,Katleho Moon,17,67 kg,177 cm,,-,RSA,DStv Premiership,AmaZulu,"€19,250 p/a",-,30/6/2026,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091210,Lwandile Marumo,18,69 kg,177 cm,,-,RSA,DStv Premiership,Baroka,"€15,500 p/a",-,30/6/2027,AM (R),-,1,75,83%,-,0,2.4,0,-,13%,1.2,-,-0.02,0,-,1.2,0.02,0,0,1.2,50%,1.2,0,0,1.2,0%,0,-,6,20.4,8.4,6,0.0km,2.4,7.2,-,-,-,-,-,-,-
2002148928,Sibusiso Baadjies,17,60 kg,171 cm,,-,RSA,DStv Premiership,Golden Arrows,"€16,250 p/a",-,30/6/2027,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180548,Wayne Ngcamu,16,64 kg,178 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2029,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147683,Bongani Tshabalala,18,66 kg,178 cm,,-,RSA,DStv Premiership,Cape Town City,"€16,500 p/a",-,30/6/2026,M (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150090,Lungile Ndou,17,75 kg,189 cm,,-,RSA,National First Division,JDR Stars,"€7,500 p/a",-,30/6/2026,D (C),-,-,39,95%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149573,Kagiso Mokwena,17,63 kg,174 cm,,-,RSA,National First Division,AmaTuks,"€10,250 p/a",-,30/6/2026,AM (L),-,4,575,79%,-,0.06,2.66,1.72,-,7%,0.31,-,-1.86,0.94,-,1.1,0.29,0,0.38,2.66,94%,0.94,0,0,6.73,9%,0.63,0.16,1.57,18.63,10.33,2.19,13.2km,3.44,9.7,-,-,-,-,-,-,-
2002178660,Nathan Zaca,17,71 kg,183 cm,,-,RSA,DStv Premiership,Golden Arrows,"€17,750 p/a",-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000288685,Thabiso Shozi,17,64 kg,176 cm,,-,RSA,DStv Premiership,Sundowns,"€27,500 p/a",-,30/6/2027,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149163,Stanley Motaung,17,67 kg,174 cm,,-,RSA,DStv Premiership,AmaZulu,"€18,250 p/a",-,30/6/2026,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147363,Simon Masuku,17,78 kg,190 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€29,000 p/a",-,30/6/2028,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149316,Leroy Khuzwayo,17,62 kg,173 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€13,750 p/a",-,30/6/2027,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002183082,Alberto Rodrigues,25,79 kg,193 cm,,-,ANG,National First Division,Tshakhuma,"€22,000 p/a",€1.8K,30/6/2026,AM (RL),-,7,943,88%,-,0.13,1.62,1.05,0.1,15%,0.57,6%,-0.13,0.57,0.1,0.67,0.11,0,1.38,1.91,95%,1.43,0,0,6.87,29%,2,0.38,2.86,20.04,8.97,3.44,12.1km,2.39,10.59,-,-,-,-,-,-,-
2002091276,Nathan Msomi,19,62 kg,173 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2026,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178665,Siphesihle Mpengesi,16,58 kg,172 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2029,M (RL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150472,Thabo Sera,17,71 kg,182 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€18,500 p/a",-,30/6/2027,"AM (C), ST (C)",-,-,22,86%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,0%,-,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177198,Thabo Makhobalo,16,69 kg,182 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€1,500 p/a",-,30/6/2029,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000036627,Sipho Masinga,17,63 kg,171 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€20,500 p/a",-,30/6/2028,"DM, M (C)",-,2,180,83%,-,0.23,8,2,1.5,25%,0,-,-0.51,0.5,-,3,0.26,0,0.46,0.5,100%,1,0,0,1.5,67%,1,-,6,14,8,2,13.4km,3.5,19.5,-,-,-,-,-,-,-
2002178663,Siphiwe Dlamini,16,62 kg,175 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2029,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149165,Luyolo Maluleke,17,68 kg,181 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2028,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000035941,Nicholas Fortune,17,65 kg,175 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€19,500 p/a",-,30/6/2027,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149574,Kamogelo Louw,17,58 kg,165 cm,,-,RSA,National First Division,AmaTuks,"€7,250 p/a",-,30/6/2026,M/AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178975,Tshepang Mkhize,17,69 kg,182 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€17,750 p/a",-,30/6/2027,WB (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002087549,Kyle Duma,18,73 kg,181 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2027,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000180396,Stuart Hlongwa,17,70 kg,185 cm,,-,RSA,DStv Premiership,Sundowns,"€34,000 p/a",-,30/6/2027,"DM, M (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000036631,Arnaldo Fumo,17,62 kg,176 cm,,-,MOZ,DStv Premiership,Kaizer Chiefs,"€18,750 p/a",-,30/6/2027,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180094,Lindani Langa,16,58 kg,174 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€1,500 p/a",-,30/6/2029,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147688,Mzwandile Langa,17,67 kg,181 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2028,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151105,Itumeleng Maleka,17,76 kg,191 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€8,250 p/a",-,30/6/2026,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178976,Errol Van Wyk,16,60 kg,175 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€1,500 p/a",-,30/6/2029,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147221,Jeffrey Zwane,17,66 kg,175 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2028,M (LC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151362,Junior Comitis,17,58 kg,167 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€14,750 p/a",-,30/6/2026,M/AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151358,Lehlohonolo Sutu,17,61 kg,173 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€16,500 p/a",-,30/6/2027,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178971,Fortune Modise,16,52 kg,157 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€1,500 p/a",-,30/6/2029,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002183078,David Mokoena,24,68 kg,176 cm,,-,RSA,National First Division,Tshakhuma,"€22,000 p/a",€2.2K,30/6/2026,D (R),-,7,660,86%,-,0.03,5.59,0.68,0.14,16%,0.95,-,-0.67,0.27,-,0.27,0.09,0,0.22,2.45,86%,1.23,0,0.14,5.45,50%,2.73,0.41,12.55,15.95,14.86,0.95,12.1km,2.18,8.32,-,-,-,-,-,-,-
2002155215,Mduduzi Hadebe,21,75 kg,183 cm,,-,RSA,National First Division,City Kings,"€20,000 p/a",-,30/6/2026,D (C),-,10,960,81%,-,0,3.19,0.09,-,0%,0,-,-0.86,0.09,-,0,0.08,0,0,1.03,85%,1.31,0.19,1.03,7.22,60%,4.31,0.19,13.41,4.31,5.62,0.09,11.1km,1.22,3.28,-,-,-,-,-,-,-
2002147368,Thabo Siddorn,18,68 kg,177 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€23,500 p/a",-,30/6/2027,AM (C),-,2,193,89%,-,0.07,3.26,0.93,-,0%,0,-,-1.11,0.47,-,0.47,0.15,0,0.16,0.47,100%,0,0,0,2.33,20%,0.47,0.47,1.4,5.6,7.93,1.4,12.7km,0,3.26,-,-,-,-,-,-,-
2002180490,Marks Mabitsela,17,70 kg,185 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€15,500 p/a",-,30/6/2027,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002087385,Khulekani Khoza,19,76 kg,184 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2026,"D (C), DM",-,1,52,78%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,100%,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149172,Sifiso Motaung,17,57 kg,157 cm,,-,RSA,DStv Premiership,AmaZulu,"€14,750 p/a",-,30/6/2026,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002085350,Mzikayise Maja,18,68 kg,175 cm,,Tight calf,RSA,DStv Premiership,Kaizer Chiefs,"€20,500 p/a",-,30/6/2026,"M (RL), AM (R)",AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151539,Sibusiso Nkabinde,16,53 kg,167 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€1,500 p/a",-,30/6/2029,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002093026,Tumelo Lichaba,19,72 kg,183 cm,,Tight thigh,RSA,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2026,AM (LC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151196,Tsietsi Louw,18,78 kg,195 cm,,-,RSA,National First Division,Black Leopards,"€6,000 p/a",-,30/6/2026,ST (C),-,-,65,86%,-,-,-,-,-,0%,-,-,-0.4,-,-,-,-,0,0,-,-,-,-,-,-,11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179560,Siphesihle Mngomezulu,16,67 kg,186 cm,,-,RSA,DStv Premiership,Baroka,"€1,500 p/a",-,30/6/2029,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002087537,Cameron Cele,18,66 kg,173 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2027,D (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000289364,Ayanda Zwane,17,62 kg,175 cm,,-,RSA,DStv Premiership,Sundowns,"€29,000 p/a",-,30/6/2026,M/AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147216,Paseka Dube,17,79 kg,191 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€17,000 p/a",-,30/6/2027,"AM (C), ST (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149730,Kagiso Maleka,18,86 kg,198 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2028,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091247,Graham Mulaudzi,18,71 kg,185 cm,,-,RSA,National First Division,Magesi FC,"€7,500 p/a",-,30/6/2026,GK,-,-,42,55%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0%,0%
2002150004,Wandile Gopane,17,65 kg,182 cm,,-,RSA,DStv Premiership,Baroka,"€7,750 p/a",-,30/6/2026,M/AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177206,Banele Louw,16,54 kg,165 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€1,500 p/a",-,30/6/2029,DM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091349,Daniel Mhlongo,18,64 kg,176 cm,,-,RSA,National First Division,Black Leopards,"€6,000 p/a",-,30/6/2026,"AM (R), ST (C)",AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179272,Zenzele Hadebe,17,78 kg,195 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2029,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091355,George Ndlovu,18,63 kg,168 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2027,D (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177071,João Amade,16,69 kg,184 cm,,-,MOZ,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2029,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
